사고발생여부,인구수,생활인구수_주중,생활인구수_주말,전통시장여부,지하철출입구개수,버스정류장개수,과속방지턱개수,교차로개수,횡단보도개수,주거,상업,녹지
0,0,371.7476281,369.1822344,0,0,2,0,1,0,0.598537397,0.015592941,0.386100035
1,857.3973928,433.6788538,434.7457985,1,1,4,0,0,1,0.696198785,0.254025591,0.049752559
1,1929.815296,562.3597128,540.0784678,0,0,0,0,0,0,0.994961431,0,0
0,1241.264462,365.8409975,339.9842403,0,0,2,4,1,0,0.999548476,0,0
1,1727.04624,556.2096318,556.7405828,0,0,1,0,0,0,0.501573769,0.189776741,0
1,2456.339759,636.3590198,664.4088452,0,0,0,2,0,0,0.996817246,0.001959013,0
1,2396.06894,550.1705934,588.6880412,0,0,1,0,1,4,0.879934613,0,0
0,0,197.5631497,168.8426108,0,0,0,0,1,1,0.58376899,0,0.416085608
1,0,392.9558138,367.2353779,0,0,0,1,0,0,0.733102686,0.006994556,0
1,0,513.3306592,351.0952494,0,0,0,0,0,1,0.224982303,0.775017697,0
0,0,365.4190662,352.9488973,0,0,0,2,0,0,1.00258535,0,0
0,1943.488105,438.9648298,466.0866363,1,0,0,2,0,0,0.999996991,0,0
0,0,238.4402223,264.639523,0,0,1,0,0,0,0.768798509,0,0.231330932
1,0,372.4892604,367.8398219,0,0,0,2,0,0,0.952848059,0.048477549,0
1,0,196.5724481,223.2000316,0,0,1,0,1,4,0.970306424,0,0.005472092
1,1911.148375,568.9792954,544.2082797,0,0,0,0,0,0,0.995133283,0,0
1,0,581.1005856,628.6298383,0,0,0,2,0,1,0.532884024,0.023020313,0
0,0,482.1334557,463.3104466,0,0,1,0,1,1,0.982698972,0.006595322,0
1,1396.846646,287.9446926,301.2442992,0,0,0,1,0,0,0.99993414,0,0
0,0,386.2428104,398.5650908,0,0,2,0,0,0,0.522682449,0,0.192562848
0,1197.710174,359.9986778,332.9324532,0,0,0,2,0,0,0.999027213,0,0
1,0,434.6588015,326.1091575,0,0,2,3,1,2,0,0,0
0,0,53.20059723,43.91498814,0,0,0,0,0,0,0.313145344,0,0.488305365
1,1405.383455,298.1572999,307.9032418,0,0,0,1,0,0,0.999929071,0,0
1,0,138.4859543,117.0301615,0,0,0,0,0,0,0.99967068,0,0
1,2116.549151,770.6868885,784.8294241,0,0,0,0,0,2,1.000010517,0,0
1,2209.231155,500.7002366,508.5544199,0,0,0,0,0,1,0.957597628,0,0.042395022
0,0,291.3078229,238.2188585,0,2,0,0,0,3,0.748001906,0.237619732,0
1,799.4270003,423.0159162,426.779575,1,1,3,0,0,1,0.706050368,0.236061391,0.057867659
1,1700.160314,664.6859801,637.3106336,0,0,0,0,0,1,0.812751481,0.187153807,0
0,0,623.0524348,601.8582696,0,0,2,0,0,1,0.999966415,0,0
0,0,150.5005952,138.8102163,0,0,0,0,0,0,0.794081149,0.203277656,0
0,0,806.7612973,813.1151485,0,0,0,0,0,0,0.180072537,0.037147269,0
0,0,186.8466391,172.3784712,0,0,1,0,2,2,0.844472906,0.155633467,0
1,0,161.4451779,166.0338468,0,0,2,0,0,1,0.381979223,0,0.071410658
1,0,41.44607406,40.57122989,0,0,0,0,0,2,0.306888247,0,0.077277132
1,0,196.5724481,223.2000316,0,0,1,0,1,4,0.970306424,0,0.005472092
1,0,578.3564971,625.6217049,0,0,0,2,0,1,0.534638876,0.022475438,0
1,2056.881333,461.3034599,477.3209011,0,0,1,0,1,5,0.999357803,0,0.000496957
0,0,430.4016348,383.8741925,0,0,0,0,0,0,1.001037645,0.000585213,0
1,0,303.0100504,300.2036623,0,0,1,0,0,1,0.536580938,0,0.418987881
0,0,401.5902197,355.5341878,0,0,0,0,0,0,0.836104837,0.16393009,0
0,0,240.8312057,225.5154085,0,0,0,4,0,3,0.999917391,0,0
0,0,171.4790518,185.5065866,0,0,0,0,0,0,0.728343753,0,0.267474455
1,0,552.5678522,543.8311856,0,0,0,0,0,0,0.999968361,0,0
0,2578.031161,489.8079926,501.7661128,0,0,0,0,0,0,0.943269526,0,0
0,0,207.4111098,227.0961398,0,0,0,0,0,1,0.86607139,0,0.036361394
0,1335.838211,378.7650618,355.8170651,0,0,0,0,0,0,0.966463469,0.033549169,0
0,1549.350576,314.3415156,305.6470819,0,0,3,0,1,3,0.952186179,0.028982291,0.018398677
1,0,533.5934405,543.4572188,0,0,0,2,0,0,1.000104546,0,0
0,645.9721286,182.056836,202.0587322,0,0,0,0,0,0,0.86959979,0,0.128154017
0,0,819.0643656,822.7461163,0,0,0,0,0,0,0.217302951,0.049667758,0
0,0,381.6627885,376.352774,0,0,0,0,0,0,0.796239147,0.203043643,0
0,0,382.9049892,326.9730066,0,0,0,0,0,0,0.857934755,0.142096605,0
1,2761.41496,582.3019229,581.1057527,0,0,0,2,0,1,0.997239144,0.002610546,0
1,0,241.9261171,230.9859297,0,0,2,0,0,3,0.664500748,0.313464499,0.021762602
0,1405.28671,449.8914406,441.1125999,0,0,0,0,0,0,0.870371994,0.129632462,0
0,1219.552426,270.8910902,289.7561474,0,0,0,0,0,2,0.757306163,0,0.242718535
1,0,669.9764242,424.9109354,1,0,1,0,1,4,0,0.996450428,0.003406502
1,0,74.60851227,94.83353494,0,0,0,0,0,0,0.001175895,0,0
0,1503.93579,332.3744742,320.0268038,0,0,1,0,0,3,0.887965117,0.086393975,0.025255405
0,0,408.0781382,404.9327016,0,0,1,0,0,0,0.924527459,0.075000744,0
0,978.8147439,363.0523487,318.2995424,0,0,0,0,0,2,0.946423566,0.053557056,0
1,0,213.5880352,219.6912559,0,0,1,1,0,3,0.875629699,0.093222208,0.030299416
1,0,481.9406833,478.2391574,0,0,0,4,1,0,0.959496595,0.026712253,0
0,1242.310965,371.3781517,344.9964552,0,0,0,3,1,1,0.999664349,0,0
1,2440.810741,513.9196583,536.3015091,0,0,0,1,1,1,1.000018923,0,0
1,0,603.0646253,652.548771,0,0,0,2,0,2,0.518053705,0.028035434,0
1,0,424.1060693,409.5048087,0,0,0,0,2,2,0.991966023,0.004872786,0
1,2514.911896,535.9850653,582.1012533,0,0,1,0,1,3,0.992849341,0.007164154,0
1,0,544.6902293,368.4767782,0,0,0,1,1,1,0.182477761,0.817522239,0
1,2200.327667,711.418239,779.9960593,0,0,2,0,2,1,1.000008521,0,0
0,1061.772035,380.0170818,267.053462,1,0,0,0,0,1,0.334986343,0.664934673,0
1,1832.701903,493.6642841,489.4047067,0,0,0,0,0,0,0.753845492,0.246152456,0
1,1427.199768,412.1810344,445.7056261,0,0,0,0,0,0,0.94534631,0,0
1,739.6642284,419.8863798,276.4956067,1,0,0,0,1,3,0.148330222,0.851577149,0
0,0,310.6940145,316.3118075,0,0,0,0,0,0,0.998518619,0,0
1,2816.618909,610.0775648,607.9819876,0,0,1,2,1,4,0.997156777,0.002692829,0
1,0,311.9522153,288.0311928,0,0,1,0,1,6,0.564401601,0,0.434851018
1,1471.817084,518.8347073,535.1030204,0,0,1,1,1,2,0.840237847,0.159754753,0
0,1976.807573,444.1792244,470.9900078,0,0,0,1,1,4,0.406477491,0.593508114,0
1,0,328.97222,294.5704396,1,0,0,1,1,3,0.903072615,0.096912364,0
0,0,328.2485562,306.3512024,0,0,0,0,1,1,0.878902547,0.121125326,0
1,0,355.7676098,370.6694591,0,0,1,0,0,1,0.926827906,0,0
0,0,204.0296722,173.647849,0,0,1,0,1,0,0.56755613,0,0.432302876
0,0,227.1272011,234.2044202,0,0,0,0,0,0,0.506220312,0,0.306301665
0,0,327.7389363,258.8697769,0,3,0,0,0,3,0.768186234,0.227929723,0
0,2397.720114,626.5738475,636.4539405,0,0,0,0,0,0,0.985076076,0,0
0,0,183.1029467,178.882381,1,0,0,1,1,2,0.988039842,0.012047975,0
1,0,547.7093089,590.8234474,0,0,0,2,0,0,0.570058921,0.010061588,0
0,676.2989429,286.5302845,291.3594266,0,0,0,1,0,0,0.999768099,0,0
0,0,180.4002969,155.4614447,0,0,0,0,1,2,0.646875052,0,0.352993994
0,0,113.6332905,214.8466201,0,0,0,0,1,3,1.000001568,0,0
1,2803.78734,578.444107,600.800021,1,0,0,0,0,0,1.000013291,0,0
0,1052.500722,299.2995755,291.8454379,1,0,2,0,0,0,0.999986747,0,0
1,3001.304777,375.4220093,382.4357405,0,0,0,1,0,1,1.000038536,0,0
0,0,201.9450161,188.4535694,0,0,0,1,0,0,0.878765313,0.121168676,0
0,0,277.7977268,217.9625822,0,0,4,0,0,2,0.830505446,0.169508763,0
0,491.2840088,160.5007177,146.8542971,0,0,1,0,0,0,0.999647631,0,0
1,2094.159643,654.8421171,657.6511861,0,0,0,0,0,0,0.999997213,0,0
1,1355.338787,402.2022157,377.590282,0,4,0,0,0,1,0.970378205,0.02963483,0
0,0,137.0110392,130.8061298,0,0,0,0,1,1,0.536555308,0,0.373433917
0,0,274.8420662,263.3715055,0,0,0,0,0,0,0.968436491,0,0.031525429
1,1239.607307,389.0497905,360.2829925,0,0,0,1,0,1,0.999954459,0,0
0,1294.083268,738.7096103,725.7133863,1,0,0,0,0,0,0.685281157,0.314702922,0
1,2144.97324,527.2365535,494.8468603,0,0,2,2,0,3,1.000001711,0,0
1,0,85.1949469,80.03060109,0,0,1,0,1,1,0.520699511,0,0.114210028
1,2013.850996,407.833491,396.436297,0,0,0,0,0,2,0.769578894,0.229815636,0
1,0,576.0624244,610.9175666,0,2,0,0,1,4,0.661434267,0.291200448,0.040989729
1,2952.514759,552.6338487,570.3157756,0,0,0,0,0,0,1.000007411,0,0
1,0,582.3809129,571.0104195,0,0,0,0,0,1,0.999969494,0,0
1,641.8995907,396.723831,337.1278735,0,0,0,0,0,0,0.999993822,0,0
0,0,609.0034245,627.6022401,0,0,0,0,0,1,0.730247819,0,0.085920816
1,0,492.060142,228.5795973,0,0,0,0,0,0,0.778282984,0.221754949,0
0,0,474.5961914,427.4633453,0,0,1,0,0,1,0.983804661,0.009662612,0
0,0,145.2097592,141.8037391,0,0,0,0,0,0,0.999840658,0,0
1,2610.221006,727.3460027,716.2792998,0,0,0,0,0,0,0.999996152,0,0
1,0,453.9784486,469.1770919,0,0,0,0,1,0,0.99959606,0,0
0,0,306.7758987,262.8916389,0,0,1,0,0,0,0.514623126,0.033429994,0.451198254
1,0,42.47984473,41.68336405,0,0,0,1,0,3,0.24136133,0.006179902,0.080172724
0,1263.651541,743.831571,723.5219228,1,0,0,0,0,0,0.708030288,0.291949769,0
1,0,332.9258587,351.5509992,0,0,0,0,0,0,0.918588446,0.076996721,0
0,0,308.2849677,293.956786,0,0,0,1,0,3,0.961774809,0.038324156,0
1,0,439.7434045,468.2454543,0,0,1,0,0,0,0.762943039,0.231321171,0
0,0,279.7443981,282.0587598,0,0,0,0,0,0,0.541111424,0,0.144785311
0,775.996995,270.2717528,273.4748517,0,0,0,0,0,0,0.999889021,0,0
0,697.9138485,286.9325856,291.4501429,0,0,0,1,0,0,0.999736272,0,0
1,2260.227382,551.2159362,551.2668227,1,0,0,0,0,2,1.000052128,0,0
1,0,398.1024837,341.1566849,0,0,0,1,0,0,1.000029726,0,0
1,0,466.539486,476.0537263,0,0,0,0,1,0,0.54044904,0,0.116385774
0,0,181.0006001,168.6104081,0,0,0,0,0,0,0.554348051,0,0
1,0,547.9088114,591.1460254,0,0,0,2,0,0,0.568543465,0.010583123,0
1,0,887.406463,936.576854,0,0,0,0,0,0,0.999975498,0,0
1,0,317.5034757,325.1249607,0,0,0,0,1,2,0.996834291,0,0
0,1242.504704,383.8846768,356.2638821,0,0,0,2,1,2,0.999952847,0,0
0,0,226.5762583,255.0305838,0,0,0,0,0,0,0.834127579,0,0
0,0,399.4470068,345.4656991,0,0,0,0,0,0,0.826655289,0.17336819,0
1,2062.983454,442.1021152,457.3667114,0,0,0,0,1,3,0.999856489,0,0
1,0,333.3507003,344.5482872,0,0,1,0,0,1,0.918694935,0,0
0,0,316.1659778,259.0569206,0,0,0,0,0,0,0.475430794,0.06644565,0.45738542
0,0,653.0049503,672.7346294,0,0,3,1,0,2,0.992352017,0.007064962,0
1,2121.526207,694.2312497,689.5587526,0,0,0,0,0,0,0.985509396,0,0
1,1233.103051,365.1448555,389.3538853,0,0,0,0,0,0,0.782878323,0,0
0,0,561.7888426,504.7432914,1,0,0,0,0,0,0.99999508,0,0
1,0,893.5705763,942.3883913,0,0,1,1,0,3,0.999975432,0,0
1,0,333.7694816,350.639419,0,0,0,0,1,2,0.946537714,0,0
0,0,172.2562008,162.6590428,0,0,0,0,0,0,0.507058524,0,0
1,0,217.0689899,193.4147707,0,0,2,0,0,1,0.751051547,0,0.230373325
1,0,128.7358052,167.4344229,0,0,0,0,1,1,0.170688715,0.338289591,0.109533306
0,0,205.0511204,213.0161951,0,0,0,2,0,0,0.279831315,0,0.15099178
1,0,636.1099844,640.345739,0,0,1,2,0,0,0.999991301,0,0
1,2064.542036,407.9835988,397.2533168,0,0,0,0,1,5,0.773261952,0.226133419,0
0,1049.642506,317.1536877,278.1307044,0,0,0,0,0,0,0.997949674,0.002025695,0
1,0,348.9793583,297.6169989,0,0,1,0,1,1,1.000025811,0,0
0,0,220.7237367,198.9966142,0,0,0,0,0,0,0.812409039,0.184649629,0
0,0,194.7403776,203.0888348,0,0,0,1,0,0,0.900438061,0,0.099604137
0,0,300.3222522,237.0954701,0,0,1,0,1,1,0.41368458,0.142197673,0.444114548
0,0,341.2011472,325.5213266,0,0,0,2,0,0,1.002506981,4.90E-05,0
1,2180.219941,521.614994,488.4088524,0,0,1,1,0,4,1.000001323,0,0
1,1049.83821,233.9140117,241.0215843,0,0,2,0,1,3,0.732944411,0,0
0,0,246.782775,249.1724692,0,0,0,0,0,0,0.99989029,0,0
1,1838.644067,538.5363484,586.6286419,0,0,0,0,1,1,0.944170294,0.055820111,0
0,1688.516136,400.5739652,390.1653187,0,0,0,0,0,0,0.935997391,0.06332265,0
0,0,165.0808776,165.2799102,0,0,0,0,0,0,0.540548091,0,0.197299815
1,2632.535633,756.722102,749.4749646,0,0,0,0,0,0,0.999995791,0,0
1,2990.474391,583.649688,600.0664446,0,0,0,0,0,0,0.99976306,0,0
1,2508.699305,953.3565006,959.3435764,0,0,0,0,1,2,1.000006905,0,0
0,1374.137446,362.7152003,341.0033553,0,0,0,0,0,0,0.965091301,0.034921248,0
1,1082.092721,284.0329536,251.8897651,0,0,1,0,1,1,0.999985784,0,0
1,0,345.005077,357.9820891,0,0,0,0,1,7,1.000008619,0,0
1,2304.612985,566.1654916,561.4186818,0,0,0,0,1,4,0.985775009,0.01261636,0
1,0,534.5319492,527.605762,1,0,1,0,0,3,0.993509156,0,0
1,0,332.9306082,345.5745044,0,0,2,0,1,4,0.990098926,0,0.007155406
0,1579.750891,526.8733889,503.3919222,0,0,2,0,0,2,0.999942875,0,0
1,0,625.0232463,524.4389137,0,0,0,0,0,0,0.952323415,0,0.047660994
1,1992.211315,526.3346875,543.6764739,0,0,0,0,0,0,0.86713883,0.132397145,0
1,2189.0795,513.1032799,522.611963,0,0,1,0,0,1,0.944494009,0,0.055500561
0,0,478.1901649,517.4666479,0,0,0,0,0,0,0.72348275,0.106361111,0.169741991
0,2194.637723,400.1712279,401.3769961,0,0,0,0,0,0,1.000007207,0,0
0,2631.624323,780.1273946,776.487011,0,0,1,0,0,0,0.999995804,0,0
1,2226.232799,657.814263,656.2604129,0,0,1,0,1,3,0.998437621,0,0
0,0,259.5581216,298.1563119,0,0,0,0,0,0,0.771802813,0,0
0,1949.752734,732.7553864,764.318969,0,0,0,0,0,0,0.950043423,0,0.025949838
1,0,640.7148041,676.9535865,1,1,1,1,0,2,0.713314039,0.276774552,0.004733433
1,0,413.0669468,408.5654367,0,0,0,0,0,0,0.889847294,0.109543024,0
0,1072.706561,292.6441382,258.4466736,0,0,1,0,0,0,0.999982802,0,0
0,0,185.8917834,171.5939218,0,0,1,0,2,2,0.844836499,0.155271006,0
1,2811.432943,579.1891143,601.1200929,1,0,0,0,0,0,1.000014803,0,0
0,0,280.1388869,291.9387615,0,0,0,0,0,0,0.512463379,0,0.25410983
1,0,459.1355213,453.1475959,0,0,0,1,0,1,0.965602692,0.029161598,0
0,0,242.1904293,191.3378759,0,0,3,0,1,4,0.828240159,0.171780221,0
1,1248.438593,368.9214698,393.5916315,0,0,0,0,0,0,0.795282036,0,0
1,0,639.545195,643.5307831,0,0,2,2,0,0,0.999991801,0,0
1,0,52.77855265,44.00182731,0,0,2,0,0,1,0.369626346,0,0.078018446
1,0,118.8550682,122.5663545,0,0,0,0,1,2,0.414538054,0,0.014691543
1,1170.827009,328.6646449,302.8985211,0,0,0,1,0,1,0.997990692,0,0
1,1051.728409,260.1535652,243.0014468,0,0,1,3,1,4,0.997954201,0,0
1,0,265.0189754,287.9329274,0,0,0,1,1,2,0.848483328,0,0
0,0,483.0191412,523.0754924,0,0,0,0,0,2,0.650632104,0.138322565,0.204553397
0,0,393.6327876,413.3725517,0,0,0,0,0,1,0.75634301,0,0.018894937
1,2219.725133,516.269805,542.1817045,0,0,2,0,1,1,0.999844629,0,0.000324133
0,0,485.9188588,495.5402923,0,0,0,0,0,2,0.825222599,0.168580071,0
0,0,224.7253992,187.4914384,0,0,2,0,1,2,0.542607262,0.007004218,0.450252347
1,0,400.4768845,387.4078318,0,0,0,0,1,1,0.993877798,0.004860525,0
0,0,180.9856718,168.600114,0,0,0,0,0,0,0.554219893,0,0
0,0,166.4225645,182.7016557,0,0,0,0,0,0,1.002161118,0,0
0,0,179.6181024,147.7509067,0,0,0,1,0,1,0.859681127,0.140353959,0
0,2145.320767,422.9872023,440.2112189,0,0,0,0,0,0,0.999844953,0,0
0,0,323.3235231,304.3650234,0,0,0,0,0,2,0.711207186,0,0.289175333
0,973.8955384,375.7814734,324.8623589,0,0,0,0,0,0,0.927635759,0.072347082,0
0,0,785.5999617,790.2021496,0,0,0,0,0,1,0.199041502,0.042267246,0
1,0,190.6632288,196.5691923,0,0,2,0,0,0,0.399665752,0,0.075166737
0,0,227.7341698,206.7619303,0,0,2,2,0,0,0.997955915,0,0
1,2684.343491,747.8476584,774.389149,0,0,1,0,1,4,1.000025476,0,0
1,1680.421073,906.9072005,881.715275,0,0,0,1,0,0,0.999074096,0.000777544,0
0,0,203.4180088,181.7539984,0,0,0,0,0,0,0.826224068,0.171025642,0
1,0,332.8534163,373.1238185,0,0,2,0,0,0,0.986454899,0,0
1,0,299.4521949,242.8220326,0,2,0,0,0,3,0.74090844,0.245463492,0
0,1888.904552,760.9603712,790.1546845,0,0,0,1,0,0,0.885823895,0,0.038968214
0,0,263.4561598,135.1686661,0,0,2,0,1,1,0.517883905,0.34616395,0.135952094
0,0,268.9139456,254.8923081,0,0,0,0,0,0,0.998829729,0,0
0,347.5376959,68.22981143,71.86326341,0,0,0,0,0,0,0.997923517,0,0
1,0,171.1195877,174.2958091,0,0,1,0,0,1,0.306462045,0,0.016147634
1,2485.814326,591.7760021,631.9510628,0,0,2,0,0,1,0.732054074,0,0
1,1355.302011,401.6582338,377.0932574,0,4,0,0,0,1,0.970519908,0.029493129,0
1,0,307.7391048,269.3341917,1,0,0,0,0,0,0.925237459,0.074805896,0
0,1242.430192,372.3744066,345.8965951,0,0,0,3,1,1,0.999660074,0,0
1,1185.123531,345.6495829,319.1685155,0,0,0,2,0,1,0.998688399,0,0
1,0,310.8726006,284.8912,0,0,2,0,1,8,0.563573808,0,0.435677755
1,0,327.731153,340.0013564,0,0,1,0,0,1,0.923350009,0,0
1,0,268.0238185,265.3288069,0,0,0,0,0,1,0.776876416,0.183530734,0.03888167
1,2631.051771,817.0881057,817.9251709,0,0,0,2,0,1,0.999995927,0,0
1,1789.181977,291.8324282,280.2355228,0,0,0,0,0,0,0.999824264,0,0
0,0,757.466593,769.0250234,0,0,0,0,0,0,0.95150484,0,0.048501322
1,0,537.5678327,452.1152648,0,0,0,0,2,0,0,1.000413384,0
1,0,285.9664054,250.3182142,0,0,3,0,0,3,0.817892959,0.163994224,0
1,0,634.8144645,650.1828813,0,0,1,0,0,1,0.993900342,0.007064962,0
1,1391.14434,140.3140336,153.8510787,0,0,0,0,0,0,0.735401665,0,0.244469975
0,0,273.1068928,237.0457497,0,0,0,0,0,0,0.99997809,0,0
1,0,345.9304376,323.1217901,0,0,2,1,1,0,1.002574492,0,0
1,0,260.5953022,248.3501289,0,0,2,0,0,2,0.662071159,0.311961442,0.025671211
1,2620.709633,900.3349874,905.0620659,0,0,0,1,0,0,1.000004071,0,0
1,0,747.47351,738.8692559,0,0,0,0,0,0,0.883434787,0,0
0,0,306.2262159,241.5680633,0,0,2,0,1,2,0.409075347,0.144123393,0.446566474
0,0,292.6251882,229.4289938,0,0,3,0,0,1,0.83925226,0.160759008,0
0,0,37.45285709,32.99446094,0,0,0,0,0,0,0.182912868,0,0.478853746
0,0,236.1320602,247.7058818,0,0,0,2,0,0,0.99904545,0.000726597,0
0,0,461.2053559,499.0998902,0,0,0,1,0,0,0.722489109,0.094138627,0.183209693
1,0,641.0983933,643.0773839,0,0,2,1,0,0,0.999991871,0,0
1,1870.669739,510.5828622,506.6533301,0,0,0,0,1,0,0.792721932,0.207274946,0
0,0,313.4055558,299.2380075,0,0,0,0,0,1,0.550524191,0,0.447200581
1,2627.797763,788.8804357,786.8777511,0,0,1,0,0,0,0.999995791,0,0
1,1863.651349,587.6914114,599.7886858,0,0,0,0,0,0,0.993914043,0.006128501,0
0,1943.454474,438.9784712,466.0995613,1,0,0,2,0,0,0.999996995,0,0
0,0,263.3863634,246.3475185,0,0,0,3,0,3,0.999489106,0,0
0,685.3721667,200.759283,211.2003025,0,0,0,1,0,0,0.942246085,0,0.057798386
0,0,286.8015904,275.7459779,0,1,0,0,0,1,0.99979528,0,0
0,2574.803656,504.2743713,515.4923964,0,0,0,0,0,1,0.948360118,0,0
0,0,330.4972477,259.8392303,0,0,1,0,0,0,0.807490592,0.190455266,0
0,0,88.06866043,90.69361144,0,0,0,1,0,0,0.999996347,0,0
0,0,607.1597991,627.121961,0,0,0,0,0,1,0.748897244,0,0.086612271
0,0,568.7631347,554.6678237,0,0,1,0,1,0,0.996849686,0.003133554,0
0,1943.039687,712.303949,743.3009223,0,0,0,0,0,1,0.95659658,0,0.024875442
0,0,409.1160427,405.7586579,0,0,0,0,0,0,0.918028387,0.081362783,0
1,0,330.1038662,341.8072428,0,0,1,0,0,1,0.920956605,0,0
0,0,240.9341571,196.0431886,0,0,0,0,0,0,0.133700599,0.638457116,0.227842556
1,0,748.996036,740.0204345,0,0,0,0,0,0,0.896761301,0,0
0,0,302.453171,306.4854031,0,0,0,0,0,0,1.000589422,0,0
0,0,409.5947061,405.7970716,0,0,0,0,0,0,0.88897272,0.110417984,0
1,1864.344588,458.5246577,448.6773144,0,0,0,0,0,0,0.78589206,0.21410357,0
0,2337.844158,374.662888,361.5563281,0,0,0,0,0,0,0.999985449,0,0
1,0,324.9433614,317.8799572,0,0,0,1,0,0,0.779862458,0,0
0,0,228.225995,254.3018103,0,0,0,0,0,0,0.618937645,0,0.371273574
0,0,412.4865396,448.4407381,0,0,1,0,0,0,0.628468256,0.096364635,0.274920932
1,1461.949407,502.2765491,484.1643456,0,0,0,0,0,5,0.999872002,0,0
1,2161.718962,711.9185541,710.3175517,0,0,1,0,0,0,0.988968606,0,0
1,1875.150651,562.462993,578.5915631,0,0,2,0,1,3,0.927585306,0.072400338,0
1,2022.059225,719.2219605,732.1639416,0,2,0,0,2,4,1.000094395,0,0
0,0,153.6039453,134.7925196,0,0,0,0,0,0,0.758494955,0.064930871,0.176557186
1,0,540.8006413,549.8368422,0,0,0,0,0,3,0.996091663,0,0
0,974.6688463,368.9064173,321.074361,0,0,0,0,0,2,0.937400537,0.062581245,0
0,0,185.166404,171.0393469,0,0,1,1,2,2,0.845082699,0.155026477,0
0,0,166.071424,144.3649215,0,0,0,0,0,1,0.734176583,0.02190514,0.243898856
1,0,208.8486919,214.1202239,0,0,1,1,0,0,0.823875181,0,0
0,0,497.9105074,513.6226689,0,0,0,0,0,2,0.82634392,0.167396108,0
0,0,394.7217263,417.3445108,0,0,0,0,0,1,0.999790747,0,0
1,0,134.0944048,175.0454266,0,0,0,0,1,1,0.19963997,0.349950697,0.103705873
1,0,353.9951523,373.2270394,0,0,2,0,0,1,0.934014341,0,0
1,0,437.2684062,434.644507,0,0,0,0,0,0,0.986567592,0.013358975,0
1,0,409.7420178,224.1499599,0,0,0,0,0,0,0.913056905,0.086923996,0
1,0,619.9940235,514.5534801,0,0,0,1,0,0,0.955723819,0,0.044259417
1,1045.389201,277.1363149,259.2271581,0,0,2,3,1,3,0.998473114,0,0
0,0,175.7069077,151.6098737,0,0,0,0,1,2,0.665808427,0,0.334157805
0,0,495.2548937,482.8676537,0,0,1,0,0,1,0.92862045,0.069053792,0
1,0,401.5271241,273.7307364,1,0,0,0,0,3,0.189727342,0.81018628,0
1,0,325.7188027,321.3591093,0,0,0,1,0,0,0.793690096,0,0
0,0,304.9998511,306.8383919,0,0,0,0,0,0,0.959188568,0.040643709,0
1,2840.374444,684.4463335,726.8570704,0,0,0,0,0,0,1.000004157,0,0
1,0,410.009165,407.1728544,0,0,0,0,0,0,0.991174376,0.008818502,0
0,0,126.6268748,138.6886156,0,0,0,0,0,0,0.996086946,0,0.000849155
1,0,118.1911007,128.7775351,0,0,0,0,1,2,0.400525047,0,0.011574458
0,0,419.1538642,378.1065909,0,0,2,0,0,2,0.859234617,0.124574079,0
1,0,338.0206095,320.0354468,0,0,2,1,1,2,1.001960722,0,0
0,0,569.1408466,610.7649932,0,0,0,2,0,0,0.731943085,0.16870379,0.094322333
1,0,479.9221576,220.7152738,0,0,0,0,0,0,0.897031883,0.102960297,0
0,0,331.2027939,261.0981409,0,2,0,0,0,1,0.784130935,0.213390414,0
1,0,501.0428389,575.0534393,0,0,1,0,1,3,0.816831679,0,0.028410739
0,0,79.76510472,60.63216062,0,0,1,0,0,0,0.642144317,0,0.323729617
1,0,308.6403301,247.8474024,0,2,0,0,1,6,0.735877299,0.25122772,0
0,1320.351449,389.4824973,363.3709881,0,0,0,0,0,1,1.002573478,0,0
1,256.9028315,665.0509814,353.7083457,1,0,2,1,0,4,0,1.000530953,0
0,0,310.0593523,314.2677771,0,0,0,0,0,0,0.999823162,0,0
0,0,543.6473345,584.9968944,0,0,0,1,0,0,0.740809548,0.139053068,0.115426541
0,1863.545673,628.5058006,630.8467399,0,0,0,0,0,0,0.907110592,0.09289096,0
1,962.6162789,327.9287707,312.5184561,0,0,1,0,0,1,0.716964918,0.251698595,0.031105961
1,0,303.9732999,318.0957035,0,0,0,0,0,0,0.930711523,0,0
0,826.1430519,451.3062758,482.2675234,0,0,2,1,0,2,0.809552158,0.046746304,0.143541545
0,0,258.1067599,284.8162032,0,0,0,0,0,0,0.545171339,0,0.419738134
1,1678.441858,550.5770019,551.4362025,0,0,1,0,1,2,0.515430056,0.192924125,0
1,0,472.4243513,464.0781836,0,0,2,3,0,1,1.000000199,0,0
1,0,353.9127697,401.6473383,0,0,0,0,0,0,1.000000918,0,0
1,0,490.5222113,461.0545022,0,0,0,0,2,5,0.828605188,0.164514835,0
0,0,239.4910947,193.8320508,0,0,0,0,0,0,0.480405579,0.075211252,0.444395609
1,0,631.2902147,647.3062298,0,0,1,0,1,2,0.994089062,0.007064962,0
0,0,442.6611993,390.6033055,0,0,0,0,0,0,0.996559073,0.005139112,0
1,1450.369138,426.6592967,460.2726683,0,0,0,0,0,0,0.945156228,0,0
1,0,342.9275859,361.8119221,0,0,1,0,0,0,0.910137648,0,0
0,0,383.5064593,371.2490973,0,0,0,0,1,1,0.995204164,0.004860525,0
1,1041.602503,336.6086194,307.2702214,0,0,0,0,0,0,0.998324732,0.00166132,0
1,2235.582848,699.9906853,764.9166137,0,0,0,0,0,0,0.991009068,0.009003094,0
