지역1,지역2,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07
충남,홍성군,133779,133624,133133,132757,133033,132843,132714,132719,132386,132416,132022,132267,135600,135900,135750,135818,134743,134508,134790,134745,134748,134655,134230,133260,132903,142509,142922,142672,142170,142398,142507,142726,142748,142683,142857,143357,143683,144541,144761,145152,145848,146424,147946,148859,149793,151772,153467,155576,158435,161783,165770,169989,175272,179522,184370
충남,예산군,109089,109018,109007,108864,108561,108232,108018,108261,108343,108236,108093,107557,98261,97870,97826,97022,96522,96250,95663,95261,94880,94630,94283,94293,94239,120836,120553,120519,120264,120040,120083,120514,120997,121057,121155,121241,121483,121722,121862,121534,120991,120250,119547,120500,120957,121647,121922,124026,125526,126147,128019,129428,130207,131638,132043
충남,당진시,153061,152926,153289,153789,153566,153534,153200,152682,152471,152516,152582,152003,160529,159029,158729,158200,157794,157129,156550,155949,155770,155297,154781,154164,153821,168827,168121,167506,166824,166427,165799,164900,164407,164086,163929,163279,162907,165851,165417,165021,164667,164660,164667,164868,164951,164090,163701,163264,163007,162403,161799,161382,160646,160021,159604
전북,전주시,166619,166659,166858,167142,167386,167617,167849,168006,168167,168333,168645,168858,177099,176817,176865,176997,176841,176260,175646,175279,174983,175212,175217,175160,174895,174125,173829,173142,172092,171426,170773,169987,169107,167647,166936,166132,165780,169591,170061,170811,171551,172122,173067,175121,176116,177487,178491,180836,188397,189299,189720,190299,191129,192076,194427
전북,완산구,168059,168210,168447,168774,169104,169396,169655,169849,170009,170094,170462,170698,177351,177075,177215,177492,177394,176599,175848,175688,175473,175732,175813,175884,175473,176692,176541,175927,175031,174354,173481,172618,171514,169344,168726,167863,167415,161019,160798,160745,160774,160769,161010,162111,162620,163313,163841,164745,169361,170293,170928,171409,172255,173264,176452
전북,덕진구,164750,164646,164794,165024,165156,165306,165504,165614,165776,166047,166285,166470,176779,176489,176419,176369,176139,175830,175390,174760,174360,174550,174460,174240,174160,171041,170571,169796,168561,167908,167520,166827,166214,165607,164786,164051,163816,179203,180448,182099,183637,184854,186590,189712,191250,193382,194920,198882,209745,210613,210795,211484,212295,213173,214585
전북,군산시,117922,117772,117658,117420,117388,117450,117368,117346,117420,117190,116961,116684,115021,114688,114083,112875,112510,111775,111088,109983,109390,108890,108552,108321,108233,113254,112734,112203,111629,111139,110794,110660,110580,110548,110479,110287,110362,113453,113615,113771,113859,113901,113984,114161,114484,114891,115193,115219,115375,115698,116083,116604,117396,118188,120313
전북,익산시,107706,107944,108132,108332,108612,108818,109013,109377,110118,110604,111121,111615,137000,137500,137670,137926,138096,138266,138574,138967,139371,139461,139566,139716,139833,146207,146315,146080,145700,145330,144841,144272,143870,143750,143582,143495,143505,143380,143196,143196,143065,143043,143120,143750,144245,144690,144929,145310,145913,146245,146625,147234,147799,148114,148571
전북,정읍시,89138,89147,89377,89492,89588,89687,89787,89868,89922,89945,89908,89872,94225,93954,93550,93371,93175,93008,92681,92619,92560,92573,92758,93000,92892,105644,105580,105708,105540,105352,105120,104940,104830,105360,105580,105920,106190,106570,106610,106630,106650,106630,106510,106750,106910,107070,107310,107350,107630,108310,108810,109050,109390,110350,111490
전북,남원시,92579,92596,92656,92771,92960,93027,93215,93504,93692,93879,94075,94308,113972,114461,114933,115317,115528,115694,115692,115869,116064,116503,116836,117575,118092,140824,140891,141097,140965,141082,141388,141279,141044,141044,141412,141471,141206,141088,140794,140691,140941,140853,140735,140735,140809,140441,140118,140162,140544,140691,140794,140838,140838,140941,141221
전북,김제시,75506,75481,75430,75159,75233,75178,75319,75441,75427,75492,75628,75823,90781,90896,90704,91117,91127,91121,91015,90885,90708,90563,90606,90977,91721,88030,88118,88143,88343,88543,88693,88945,88888,88988,89075,89238,89163,89350,89325,89350,89350,89350,89363,89438,89550,89675,89875,90025,90525,90725,90888,91075,91300,91575,91925
전남,목포시,123589,124023,124272,124574,124844,125089,125152,125040,125320,125451,125991,126279,146958,147094,147318,147144,147136,146424,146028,146025,145149,145007,145021,145007,144856,152224,152124,151965,151749,151517,151371,151125,150910,150563,150313,150069,149833,148847,148667,148458,148222,148035,147715,147535,147076,146660,146306,146069,145799,145729,144972,144410,144465,144410,145139
전남,여수시,119057,119252,119387,119713,120021,120614,121289,121789,122452,123054,123386,123888,144264,145449,146469,147560,148244,148699,149227,149586,150111,150557,151256,151633,151577,173897,173829,173519,173335,173050,173040,173222,173667,173889,174229,174694,174993,176056,176368,176875,177181,177493,178340,179104,180319,181458,182833,184368,186097,187063,188132,188854,189583,190271,192042
전남,순천시,126790,126939,126971,127127,127451,127765,127961,128294,129020,129267,129394,129633,148662,148770,149027,149108,149203,149257,149351,149405,150054,150386,150792,151386,152096,164514,164833,165090,165599,166029,166201,166319,166639,166861,167146,167313,167556,173514,174020,174297,174601,174953,176189,177568,179493,180750,182473,184365,185689,186291,186561,186851,186905,186986,187405
전남,나주시,110833,110861,110508,110549,110329,110176,110428,112221,115254,115756,116339,116223,174842,175105,176842,177132,177000,176842,176947,177421,178000,178474,178711,179421,180211,174435,174174,174378,174324,173802,172976,171867,171215,170759,170509,170211,169424,169433,169152,168673,167688,167010,166635,166240,165479,164583,163406,162802,162385,161990,161960,161885,161885,163344,165052
전남,광양시,83202,83361,83486,83433,83424,83521,83526,83430,83522,83474,83548,83881,88338,88535,88876,88909,88987,89166,89629,89740,89859,90012,90184,90479,90641,110013,110427,111028,111730,112217,112444,112593,112815,113031,113315,113627,113872,114751,115006,115438,115665,115784,116341,117295,118210,118864,120239,121222,122216,122818,123352,123773,124614,125528,126023
전남,무안군,195288,195514,195555,196113,196432,196512,196751,196669,196757,196994,197396,197804,209356,209622,210344,209469,209219,207031,205844,205313,205063,204256,204625,204969,205000,212613,212320,211420,209330,208418,207493,206863,206563,206150,205475,203525,202125,201850,200925,199613,198563,196988,195913,195113,193738,192375,191950,191088,190163,190400,190525,190625,190700,191000,192525
경북,포항시,159244,158652,158068,157586,156861,156306,155922,155475,154734,153975,152904,151528,154165,153461,152875,152100,151385,150602,149725,148791,147603,146166,144828,144257,143415,143813,142710,141626,139969,138807,137993,137574,137097,136550,136326,136210,136105,139797,139860,140006,140203,140360,140842,142185,143926,145012,145896,147283,150954,155394,158333,160412,161561,162578,163219
경북,남구,158328,157741,156972,156400,155497,154968,154612,154017,153288,152582,151719,150430,148706,148044,147632,146846,146249,145749,145169,144663,143326,141915,141099,140834,140596,140437,139733,138989,137274,136289,135700,135386,135186,134943,135071,134950,135207,137229,137493,137896,138340,138632,139028,139854,141556,142097,142771,144021,148972,154479,158139,161014,162000,162611,162792
경북,북구,159844,159249,158788,158364,157756,157184,156782,156431,155682,154889,153681,152249,157686,156953,156256,155488,154698,153733,152663,151453,150360,148907,147233,146465,145233,146060,144690,143381,141762,140482,139518,139030,138369,137619,137161,137048,136702,141483,141415,141392,141426,141494,142034,143716,145483,146926,147949,149426,152256,155994,158460,160017,161273,162557,163500
경북,경주시,146868,146219,145649,145002,144351,143586,143103,142656,142049,141349,140453,139659,126047,125656,125188,124406,122461,121344,120813,120173,118017,116111,115328,113891,112714,132372,131449,130269,129183,128414,128301,127750,127109,126853,126455,126192,126147,128450,128619,129006,129225,129988,130350,130769,131769,132725,133244,134006,136700,141013,143706,144844,145981,146894,147719
경북,김천시,127419,127210,127071,126877,126506,126226,126065,126177,126242,126168,126055,125861,140385,140346,140681,141038,140873,140696,139987,139698,139219,139152,138265,137700,137854,140742,140217,139735,138650,137792,136883,136183,135642,135467,134850,134333,133833,132732,132531,132337,131773,131192,130821,131611,131887,131508,131524,131250,132395,136540,140960,143476,145089,147427,153444
경북,안동시,118025,117963,117861,117906,117953,118000,117939,117173,116545,115991,115119,114945,129261,126080,125130,124482,123218,122975,122677,122409,120661,119873,119507,118566,117430,129074,128854,128549,128029,127941,127551,127059,127125,127316,127360,127493,127846,132290,132333,132297,132183,132136,132200,132114,132057,132014,132000,132243,132457,132929,133421,133886,135071,136636,140570
경북,구미시,144421,144116,143655,143356,142786,142360,142153,141468,140694,140273,139569,138829,139990,139382,139020,138490,138206,137598,137235,136868,136304,135941,135593,135270,134525,138630,138134,137722,137190,136671,136009,135468,134750,133926,133199,132620,131722,131873,131436,131164,130773,130500,130964,132636,134382,135718,135718,135982,137809,139764,142018,143759,145423,147918,151173
경북,영주시,108050,107853,107792,107482,107430,107636,107318,107121,106894,106409,105674,105356,111391,110935,110772,110837,110663,111054,111011,110880,111467,112011,112130,112250,112598,118511,118409,118545,118364,118284,118114,117920,117818,117898,117716,117534,117466,117239,117295,117193,117125,117057,117080,117261,117580,117557,117784,118193,118750,119057,119193,119307,119830,120170,120705
경북,영천시,102151,101764,101380,100888,100358,99949,99394,99113,98850,98438,97863,97413,101184,100868,100605,100395,100121,99789,99526,99013,98371,98292,98213,98042,97805,113130,113213,112430,111118,109775,109138,108200,107775,107375,107325,106888,107038,102679,102488,102250,101905,101476,101250,101226,101131,100976,100893,100786,100821,100750,100817,100812,100979,101050,101133
경북,상주시,92485,92485,92321,92274,92194,92344,92332,92474,92662,92709,92962,93232,114625,115469,116094,116594,116719,116906,117344,117625,117734,117709,117834,117991,118078,138529,138544,138574,138074,137426,136779,136191,136074,135956,135824,135662,135750,135809,135838,135441,135324,135221,135103,134897,134779,134735,134456,134074,134500,135147,135338,135250,135265,135382,135574
경북,문경시,108856,108919,108931,109075,109183,109964,110031,110172,110608,111039,111142,112419,134538,134777,134623,134777,134746,134469,135015,135092,135215,135015,134585,134254,133838,145293,144887,144640,144160,143827,143233,143300,143333,143350,143283,142850,142600,142183,142100,141750,141550,141267,141250,141250,141233,141167,141033,141033,141233,141233,141317,140567,140233,140500,140700
경북,경산시,178471,178246,177793,176934,175712,174791,174147,173547,173602,173679,173829,174251,173167,172897,172513,172667,172833,172269,171846,171692,171256,170654,170064,169308,168096,189451,188829,188512,187970,187335,186915,186262,185305,184561,184610,184402,184543,191804,191786,191560,191321,191173,191077,191583,192113,192756,193774,194417,196036,197524,199036,199964,201310,202726,203649
경북,칠곡군,103125,103067,102882,102624,102409,102267,102000,101671,101303,100862,100586,100053,101826,101543,100696,100435,100000,99413,98913,98696,98552,98393,98274,97567,97250,107083,106479,106208,105927,105490,105260,104917,103458,102771,102604,102208,101833,107000,106690,105970,105550,104470,104070,104090,104100,104210,104200,104220,104330,104460,104650,104830,105094,105354,106710
경남,창원시,232979,232133,231440,230828,229891,228890,227772,226043,223423,221284,219023,215803,209378,207873,206552,205168,203998,201678,200026,198123,195811,193927,192753,191652,190489,205468,204893,204117,203392,202211,201386,199918,198506,197408,197003,197223,198870,203255,204877,205834,206074,205779,206894,211491,214038,215747,216662,222776,235696,239370,240000,239598,240060,240686,242194
경남,의창구,241940,241810,241560,241310,240131,238821,237298,235857,231714,227143,224310,220369,217135,214892,213514,212027,210757,208203,207297,205176,202770,200541,198730,196946,194514,223656,223313,222552,222844,222495,222417,220526,218568,217005,216672,217776,222521,227594,230594,232689,233515,233117,236107,247622,252648,256464,259735,277117,305173,309270,308352,302418,300714,299500,301622
경남,성산구,273208,271229,269917,268771,267677,266667,265260,261104,257073,254510,250646,245156,235031,233929,232469,230888,229316,226143,223082,220857,217500,213878,212327,211316,211255,234971,234603,233934,232912,230603,229353,228081,227136,226471,226566,227456,230618,239928,242370,243326,243377,242830,244188,250804,255134,257714,258598,266457,287739,291616,291239,288768,285928,285246,286152
경남,마산합포구,196788,196530,196015,195682,195197,194530,193985,193470,191970,190068,188644,187159,183486,182500,182014,181622,180865,178932,177892,176284,174324,172527,171257,170014,168865,174500,173778,172911,171578,170467,169578,168667,167811,166656,166067,165611,165333,167402,167554,167728,167696,167728,168065,168815,169109,169337,169402,169598,169815,170576,172152,173087,174022,174859,177489
경남,마산회원구,205842,205447,205158,204816,204447,203724,202816,202618,201211,200303,199066,197105,196175,194375,193075,191063,190025,188300,187263,184988,182788,182413,181675,180450,178213,184283,183272,182500,181359,180098,178924,177375,176000,174821,173772,173418,173092,172701,173370,174582,174777,174652,175065,176587,177685,178391,178576,180880,185696,191587,193310,194978,195533,195620,197185
경남,진해구,217472,216861,216194,215597,214056,212722,211736,211181,210208,209681,208944,207472,197108,195473,193622,192459,191541,189878,188649,187676,186818,186480,186182,185885,185291,190090,189537,188654,188351,188133,187654,185888,183761,182569,182122,181606,181553,183604,184813,185094,185333,185083,185354,186417,187161,187729,187844,189125,193266,196573,198385,203375,210521,215281,216104
경남,진주시,184819,186525,188235,190214,191076,192463,192688,192776,192869,192976,192837,192810,203830,203570,202870,202760,201960,201220,200830,200270,199860,199370,198470,196710,194700,195319,194574,194027,192447,190734,188537,187282,186080,183739,182245,181548,181043,182016,182099,182286,182859,183193,184016,184703,185438,185938,186750,187625,189599,191323,193656,195703,197385,199490,201292
경남,통영시,157797,157376,156824,156169,155224,154483,153716,153009,151897,151298,150929,150374,146194,145177,144161,143694,142790,142129,141484,139339,137032,136226,134806,134435,132935,140931,140028,139736,139444,139028,138917,138792,138625,139042,139153,139153,139847,148500,149053,149118,149289,149303,149526,149395,150461,151086,151875,151770,152428,153125,154076,155289,158467,160743,163921
경남,사천시,125574,125954,126663,127048,127704,128213,128731,128906,129007,129015,128830,128763,144565,144204,143630,143685,143111,142315,141074,140530,139935,139620,138685,137826,135972,136474,135994,135434,134180,133260,131580,129520,127840,126320,124370,123150,122630,127880,127694,127519,127407,127278,126972,126620,126213,125639,125269,124815,124296,123963,123796,123704,123676,123398,123093
경남,김해시,192980,193035,192801,192402,191841,190866,190100,189523,188948,188706,188353,187545,187030,186418,185978,185470,185007,183866,182739,181694,178716,176149,173649,172239,170261,169412,167713,165757,163684,162375,160875,159419,158235,157757,157515,157831,158618,160399,161145,162268,162913,163007,163775,164210,164196,163971,163703,163435,164623,165935,167312,168344,169417,170707,173134
경남,밀양시,109654,109756,109705,109885,110115,110526,110833,111156,111438,111803,112149,112326,124000,124095,124193,123966,123914,122489,121339,121098,119886,119761,120305,120302,120414,140483,140014,139538,139124,137362,135479,133038,131807,130569,128795,127869,127476,127966,127398,127250,127091,126784,126648,126455,126261,125989,125727,125773,125625,125977,126977,127614,127932,128364,129125
경남,거제시,178977,176966,175898,175261,174034,172727,171568,170045,169466,168659,167500,165830,165053,162246,160395,158018,155123,150728,147500,144175,141430,139061,136763,135070,133877,150462,150114,150804,151468,151671,151994,152038,151975,151589,150481,149582,149437,154366,154134,154067,153902,153518,153506,155274,155921,156366,156543,156165,155616,156555,157811,159494,160220,160549,161079
경남,양산시,154913,154838,155004,155083,155256,155342,155449,155536,155266,155061,154986,154770,163272,162918,162750,162695,162379,161938,161499,161264,160954,160506,160202,160140,159821,175877,175560,175298,174873,174849,174599,174004,173385,172817,172222,171897,171464,173243,172993,172711,172633,172617,172508,172574,172582,172828,173383,174672,181445,187973,191410,194660,197867,201191,204215
제주,제주시,265879,266854,267183,267232,267159,266732,266305,266634,267341,267305,267110,266976,317970,316333,316091,316076,314742,314106,314000,313121,311439,310803,310439,310167,310288,317706,317324,317074,316647,316529,317059,316235,315485,314279,313176,312206,311176,306071,305771,305400,304886,304057,303871,303871,303757,303757,303800,303771,304414,306314,308871,310943,313814,324614,344400
제주,서귀포시,178359,179554,179727,179788,179739,179570,179057,179099,179980,180327,180967,181491,228139,228139,228153,229153,228931,228514,228319,228097,226306,225000,224556,223778,222167,242068,242250,241977,241682,241409,240841,239955,238955,237727,236932,235898,235477,229000,228054,227228,226152,225152,224174,223087,222696,222196,221685,221457,221500,222043,222913,223370,224065,224913,231457
