Date,Open,High,Low,Close,Adj Close, Volume 
2000-01-03,0.936384022,1.00446403,0.907923996,0.999441981,0.858137429," 535,796,800 "
2000-01-04,0.966517985,0.987722993,0.903460026,0.915179014,0.785787642," 512,377,600 "
2000-01-05,0.926338971,0.987164974,0.919642985,0.928570986,0.797286153," 778,321,600 "
2000-01-06,0.947544992,0.955357015,0.848213971,0.848213971,0.728290558," 767,972,800 "
2000-01-07,0.861607015,0.901786029,0.852679014,0.888392985,0.762788773," 460,734,400 "
2000-01-10,0.910713971,0.912945986,0.845982015,0.872767985,0.749372959," 505,064,000 "
2000-01-11,0.856585026,0.887277007,0.808036029,0.828125,0.711041749," 441,548,800 "
2000-01-12,0.848213971,0.852679014,0.772320986,0.778460026,0.66839844," 976,068,800 "
2000-01-13,0.843609989,0.881695986,0.825892985,0.863838971,0.741706312," 1,032,684,800 "
2000-01-14,0.892857015,0.912945986,0.887277007,0.896763027,0.769975662," 390,376,000 "
2000-01-18,0.901786029,0.946429014,0.896763027,0.928013027,0.79680723," 459,177,600 "
2000-01-19,0.943080008,0.970982015,0.922990978,0.951451004,0.816931248," 597,643,200 "
2000-01-20,1.03125,1.084820986,1.013393044,1.013393044,0.870115995," 1,831,132,800 "
2000-01-21,1.02008903,1.02008903,0.983816981,0.993861973,0.853346229," 495,924,800 "
2000-01-24,0.968191981,1.006695986,0.938615978,0.948661029,0.814535916," 440,876,800 "
2000-01-25,0.9375,1.010045052,0.914062977,1.002231956,0.860532939," 497,145,600 "
2000-01-26,0.982142985,1.019531012,0.979911029,0.983816981,0.844721377," 367,158,400 "
2000-01-27,0.971539974,1.008929014,0.955357015,0.982142985,0.843284249," 340,144,000 "
2000-01-28,0.965960026,0.989955008,0.898437977,0.907365978,0.779079318," 423,348,800 "
2000-01-31,0.901786029,0.927455008,0.84375,0.926338971,0.795369923," 701,680,000 "
2000-02-01,0.928570986,0.9375,0.892857015,0.895088971,0.768537998," 318,035,200 "
2000-02-02,0.899554014,0.911830008,0.866070986,0.882254004,0.757517576," 464,195,200 "
2000-02-03,0.895646989,0.930804014,0.895088971,0.922433019,0.792016149," 475,193,600 "
2000-02-04,0.928013027,0.982142985,0.925222993,0.964286029,0.827951729," 425,320,000 "
2000-02-07,0.964286029,1.02008903,0.945870996,1.018414974,0.874427855," 441,067,200 "
2000-02-08,1.017856956,1.036829948,0.993304014,1.025670052,0.880656958," 408,643,200 "
2000-02-09,1.018972993,1.045758963,1.003906012,1.005579948,0.863407493," 299,364,800 "
2000-02-10,1.007812977,1.016741037,0.982142985,1.013393044,0.870115995," 302,982,400 "
2000-02-11,1.014508963,1.018972993,0.966517985,0.970982015,0.833701193," 212,251,200 "
