order_date,product,quantity,amount
2019-04-10,p1255281,1,1182
2019-04-10,p1012761,1,1900
2019-04-10,p1012581,1,1050
2019-04-10,p1001771,1,3300
2019-04-10,p1175481,1,1300
2019-04-10,p1072601,1,4600
2019-04-10,p1005891,2,3900
2019-04-10,p1002841,1,11000
2019-04-10,p1255281,2,2364
2019-04-10,p1005771,1,1850
2019-04-10,p1072601,1,4600
2019-04-10,p1200641,1,8100
2019-04-10,p1246581,1,1136
2019-04-10,p1119071,1,1091
2019-04-10,p1149411,2,2000
2019-04-10,p1162631,1,4600
2019-04-10,p1235451,1,1227
2019-04-10,p1235451,1,1227
2019-04-10,p1246581,2,2272
2019-04-10,p1246581,2,2272
2019-04-10,p1175481,1,1300
2019-04-10,p1200641,1,9000
2019-04-10,p1200641,2,18000
2019-04-10,p1200641,1,8100
2019-04-10,p1235451,1,1227
2019-04-10,p1012581,1,1050
2019-04-10,p1200641,1,9000
2019-04-10,p1072601,1,4600
2019-04-10,p1005771,1,1850
2019-04-10,p1012751,1,1250
2019-04-10,p1175481,1,1300
2019-04-10,p1072601,1,4600
2019-04-10,p1200641,1,9000
2019-04-10,p1175481,1,1300
2019-04-10,p1012761,1,1900
2019-04-10,p1005621,1,2900
2019-04-10,p1005891,1,1950
2019-04-10,p1152861,6,6546
2019-04-10,p1119071,2,2182
2019-04-10,p1011291,10,2730
2019-04-10,p1200641,1,8100
2019-04-10,p1005891,1,1950
2019-04-10,p1002841,1,11000
2019-04-10,p1002841,1,8800
2019-04-11,p1012761,1,1900
2019-04-11,p1089531,1,2400
2019-04-11,p1012761,1,1900
2019-04-11,p1012751,1,1250
2019-04-11,p1012581,1,1050
2019-04-11,p1072601,1,3704
2019-04-11,p1235451,1,1165
2019-04-11,p1246581,10,10790
2019-04-11,p1149391,1,863
2019-04-11,p1152861,1,1035
2019-04-11,p1002841,1,8300
2019-04-11,p1005891,1,1950
2019-04-11,p1175481,1,1300
2019-04-11,p1072601,1,3900
2019-04-11,p1175481,1,1300
2019-04-11,p1200641,1,8100
2019-04-11,p1002841,1,8300
2019-04-11,p1012581,1,1050
2019-04-11,p1175481,1,1300
2019-04-11,p1026741,1,3000
2019-04-11,p1006281,1,864
2019-04-11,p1012751,1,1250
2019-04-11,p1179241,2,2848
2019-04-11,p1005771,3,5550
2019-04-11,p1175481,2,2600
2019-04-11,p1179241,1,1500
2019-04-11,p1144371,3,6000
2019-04-11,p1012641,3,4200
2019-04-11,p1012751,1,1250
2019-04-11,p1005621,1,2320
2019-04-11,p1005891,1,1950
2019-04-11,p1100371,1,400
2019-04-11,p1200641,1,8100
2019-04-11,p1175481,1,1300
2019-04-11,p1175481,1,1300
2019-04-11,p1211951,1,1250
2019-04-11,p1139681,3,2727
2019-04-11,p1139701,3,3135
2019-04-11,p1072601,2,7800
2019-04-11,p1175481,1,1300
2019-04-11,p1005771,1,1850
2019-04-11,p1072601,1,3900
2019-04-11,p1246581,1,1136
2019-04-11,p1006411,1,1091
2019-04-11,p1026741,1,3000
2019-04-11,p1012761,1,1900
2019-04-11,p1072601,2,7800
2019-04-11,p1005771,1,1850
2019-04-11,p1139701,1,1045
2019-04-11,p1072601,1,3900
2019-04-11,p1001771,1,3300
2019-04-11,p1144371,2,4000
2019-04-11,p1012641,1,1400
2019-04-11,p1012581,1,1050
2019-04-11,p1013161,1,2950
2019-04-11,p1072601,1,3900
2019-04-11,p1012641,1,1400
2019-04-11,p1072601,1,3900
2019-04-11,p1012751,1,1250
2019-04-11,p1012951,1,2300
2019-04-11,p1089531,1,2400
2019-04-11,p1200641,1,8100
2019-04-11,p1179241,1,1500
2019-04-11,p1191881,1,1750
2019-04-11,p1005771,1,1850
2019-04-11,p1175481,1,1300
2019-04-11,p1179241,1,1500
2019-04-11,p1191881,1,1750
2019-04-11,p1006281,1,864
2019-04-11,p1006411,1,1091
2019-04-11,p1011291,1,273
2019-04-11,p1012751,1,1250
2019-04-11,p1072601,1,3900
2019-04-11,p1175481,2,2600
2019-04-11,p1002841,1,8300
2019-04-11,p1072601,1,3900
2019-04-11,p1072601,1,3900
2019-04-11,p1175481,1,1300
2019-04-11,p1026741,1,3000
2019-04-11,p1030071,1,5000
2019-04-11,p1072601,1,3900
2019-04-11,p1026741,1,3000
2019-04-11,p1255281,1,1182
2019-04-11,p1139701,2,2090
2019-04-11,p1072601,1,3900
2019-04-11,p1012581,2,2100
2019-04-11,p1005771,1,1850
2019-04-11,p1175481,1,1300
2019-04-11,p1012751,1,1250
2019-04-11,p1012641,2,2800
2019-04-11,p1255281,2,2364
2019-04-11,p1005891,1,1950
2019-04-11,p1011291,1,273
2019-04-11,p1005771,2,3700
2019-04-11,p1012751,1,1250
2019-04-11,p1012761,1,1900
2019-04-11,p1072601,1,3900
2019-04-11,p1200641,1,8100
2019-04-11,p1162631,1,3900
2019-04-11,p1255281,1,1182
2019-04-11,p1012581,1,1050
2019-04-11,p1026741,1,3000
2019-04-11,p1175481,1,1300
2019-04-11,p1005771,1,1850
2019-04-11,p1012751,1,1250
2019-04-11,p1005771,1,1850
2019-04-11,p1255281,1,1182
2019-04-11,p1002841,1,8300
2019-04-11,p1005771,1,1850
2019-04-11,p1175481,1,1300
2019-04-11,p1100371,1,400
2019-04-11,p1255281,1,1182
2019-04-11,p1211951,3,3750
2019-04-11,p1072601,1,3900
2019-04-11,p1235451,1,1227
2019-04-11,p1175481,1,1300
2019-04-11,p1005891,2,3900
2019-04-11,p1005891,1,1950
2019-04-11,p1200641,1,8100
2019-04-11,p1013161,1,2950
2019-04-11,p1012951,1,2300
2019-04-11,p1072601,1,3900
2019-04-11,p1002841,1,8300
2019-04-11,p1072601,1,3900
2019-04-11,p1089531,1,1920
2019-04-11,p1030071,1,5000
2019-04-11,p1005771,1,1850
2019-04-11,p1002841,1,8300
2019-04-11,p1026741,1,3000
2019-04-11,p1191881,1,1750
2019-04-11,p1002841,1,8300
2019-04-11,p1235451,1,1227
2019-04-11,p1200641,1,8100
2019-04-11,p1175481,1,1300
2019-04-11,p1246581,2,2272
2019-04-11,p1144371,1,2000
2019-04-11,p1152861,1,1091
2019-04-11,p1246581,1,1136
2019-04-11,p1255281,1,1182
2019-04-11,p1012761,1,1900
2019-04-11,p1012641,1,1400
2019-04-11,p1001771,1,3300
2019-04-11,p1012751,1,1250
2019-04-11,p1072601,2,7800
2019-04-11,p1127201,1,3727
2019-04-11,p1144371,3,6000
2019-04-11,p1013161,2,5900
2019-04-11,p1005891,4,7800
2019-04-11,p1026741,10,30000
2019-04-11,p1201601,1,3300
2019-04-11,p1005891,1,1950
2019-04-11,p1012761,1,1900
2019-04-11,p1119071,1,1091
2019-04-11,p1012951,1,2300
2019-04-11,p1002841,1,8300
2019-04-11,p1012751,1,1250
2019-04-11,p1127201,1,3727
2019-04-11,p1139681,3,2727
2019-04-11,p1139701,2,2090
2019-04-11,p1175481,1,1300
2019-04-11,p1072601,2,7800
2019-04-11,p1012751,1,1250
2019-04-11,p1012751,1,1250
2019-04-11,p1191881,1,1750
2019-04-11,p1036481,1,1050
2019-04-11,p1072601,1,3900
2019-04-11,p1100371,1,400
2019-04-11,p1072601,1,3900
2019-04-11,p1012951,1,2300
2019-04-11,p1002841,1,8300
2019-04-11,p1012951,1,2300
2019-04-11,p1012761,1,1900
2019-04-11,p1162631,1,3900
2019-04-11,p1072601,1,3900
2019-04-11,p1072601,1,3900
2019-04-11,p1002841,1,8300
2019-04-11,p1005621,1,2320
2019-04-11,p1005891,1,1950
2019-04-11,p1235451,1,1227
2019-04-11,p1072601,3,11700
2019-04-11,p1072601,2,7566
2019-04-11,p1246581,1,1136
2019-04-11,p1052661,1,1455
2019-04-11,p1179241,1,1500
2019-04-11,p1013161,1,2950
2019-04-11,p1002841,1,8300
2019-04-11,p1200641,1,8100
2019-04-11,p1005891,1,1950
2019-04-11,p1012581,3,3150
2019-04-11,p1200641,1,8100
2019-04-11,p1012761,1,1900
2019-04-11,p1162631,1,3900
2019-04-11,p1052661,1,1455
2019-04-11,p1026741,2,6000
2019-04-11,p1191881,1,1750
2019-04-11,p1005891,1,1950
2019-04-11,p1005621,1,2320
2019-04-11,p1013161,1,2950
2019-04-11,p1005771,1,1850
2019-04-11,p1100371,1,400
2019-04-11,p1012951,1,2300
2019-04-11,p1179241,1,1500
2019-04-11,p1012761,1,1900
2019-04-11,p1072601,1,3900
2019-04-11,p1162631,1,3900
2019-04-11,p1211951,1,1250
2019-04-11,p1097591,1,600
2019-04-11,p1100371,9,3600
2019-04-11,p1012761,2,3800
2019-04-11,p1255281,1,1182
2019-04-12,p1246581,10,11360
2019-04-12,p1149411,3,3000
2019-04-12,p1072601,1,3900
2019-04-12,p1001771,1,3300
2019-04-12,p1200641,1,8100
2019-04-12,p1005891,3,5850
2019-04-12,p1119071,2,2182
2019-04-12,p1191881,1,1750
2019-04-12,p1002841,1,6640
2019-04-12,p1175481,1,1300
2019-04-12,p1200641,1,8100
2019-04-12,p1162631,1,3900
2019-04-12,p1002841,1,8300
2019-04-12,p1012951,1,2300
2019-04-12,p1005891,1,1950
2019-04-12,p1005891,1,1950
2019-04-12,p1152861,2,2182
2019-04-12,p1052661,1,1455
2019-04-12,p1072601,1,3900
2019-04-12,p1011291,2,546
2019-04-12,p1144371,1,2000
2019-04-12,p1100371,1,400
2019-04-12,p1175481,2,2600
2019-04-12,p1012761,1,1900
2019-04-12,p1175481,1,1300
2019-04-12,p1211951,1,1250
2019-04-12,p1052661,1,1455
2019-04-12,p1072601,1,3900
2019-04-12,p1097831,2,2910
2019-04-12,p1100371,1,400
2019-04-12,p1072601,1,3900
2019-04-12,p1119071,1,1091
2019-04-12,p1030071,1,5000
2019-04-12,p1030071,1,5000
2019-04-12,p1144371,1,2000
2019-04-12,p1191881,2,3500
2019-04-12,p1162631,1,3900
2019-04-12,p1200641,1,8100
2019-04-12,p1012751,1,1250
2019-04-12,p1005771,1,1850
2019-04-12,p1175481,1,1300
2019-04-12,p1072601,2,7800
2019-04-12,p1005891,1,1950
2019-04-12,p1178011,2,17600
2019-04-12,p1200641,1,8100
2019-04-12,p1005891,2,3900
2019-04-12,p1175481,1,1300
2019-04-12,p1175481,1,1300
2019-04-12,p1026741,1,3000
2019-04-12,p1011291,1,273
2019-04-12,p1127201,1,3727
2019-04-12,p1175481,1,1300
2019-04-12,p1005891,2,3900
2019-04-12,p1072601,2,7800
2019-04-12,p1144371,1,2000
2019-04-12,p1012751,1,1250
2019-04-12,p1139681,1,909
2019-04-12,p1200641,1,8100
2019-04-12,p1005891,1,1950
2019-04-12,p1005771,1,1850
2019-04-12,p1072601,2,7800
2019-04-12,p1097831,1,1455
2019-04-12,p1162631,1,3900
2019-04-12,p1012761,1,1900
2019-04-12,p1026741,1,3000
2019-04-12,p1005891,1,1950
2019-04-12,p1012641,1,1400
2019-04-12,p1002841,1,8300
2019-04-12,p1175481,1,1300
2019-04-12,p1191881,1,1750
2019-04-12,p1072601,1,3900
2019-04-12,p1030071,1,5000
2019-04-12,p1005891,1,1950
2019-04-12,p1211951,1,1250
2019-04-12,p1030071,1,5000
2019-04-12,p1036481,2,2100
2019-04-12,p1089531,1,1920
2019-04-12,p1005891,2,3900
2019-04-12,p1072601,1,3900
2019-04-12,p1012751,1,1250
2019-04-12,p1162631,1,3900
2019-04-12,p1036481,1,1050
2019-04-12,p1179241,1,1500
2019-04-12,p1175481,1,1300
2019-04-12,p1072601,2,7800
2019-04-12,p1005891,1,1950
2019-04-12,p1005771,1,1850
2019-04-12,p1072601,1,3900
2019-04-12,p1072601,1,3900
2019-04-12,p1005771,1,1850
2019-04-12,p1052661,1,1455
2019-04-12,p1097831,1,1455
2019-04-12,p1036481,1,1050
2019-04-12,p1012761,1,1900
2019-04-12,p1144371,1,2000
2019-04-12,p1200641,1,8100
2019-04-12,p1149401,1,909
2019-04-12,p1072601,1,3900
2019-04-12,p1200641,1,8100
2019-04-12,p1149411,1,1000
2019-04-12,p1152861,1,1091
2019-04-12,p1002841,1,8300
2019-04-12,p1162631,2,7800
2019-04-12,p1001771,1,3300
2019-04-12,p1211951,1,1250
2019-04-12,p1030071,1,5000
2019-04-12,p1072601,1,3900
2019-04-12,p1005891,2,3900
2019-04-12,p1012641,2,2800
2019-04-12,p1072601,1,3900
2019-04-12,p1030071,1,5000
2019-04-12,p1175481,1,1300
2019-04-12,p1012751,1,1250
2019-04-12,p1002841,1,8300
2019-04-12,p1072601,1,3900
2019-04-12,p1005621,1,2900
2019-04-12,p1005771,1,1850
2019-04-13,p1072601,1,3900
2019-04-13,p1097831,1,1455
2019-04-13,p1246581,2,2272
2019-04-13,p1255281,2,2364
2019-04-13,p1246581,2,2272
2019-04-13,p1133371,1,1000
2019-04-13,p1002841,1,8300
2019-04-13,p1246581,1,1136
2019-04-13,p1162631,1,3900
2019-04-13,p1012581,1,1050
2019-04-13,p1012641,1,1400
2019-04-13,p1200641,1,8100
2019-04-13,p1012751,1,1250
2019-04-13,p1005891,1,1950
2019-04-13,p1012581,1,1050
2019-04-13,p1012751,1,1250
2019-04-13,p1149411,1,1000
2019-04-13,p1152861,1,1091
2019-04-13,p1097591,1,600
2019-04-13,p1144661,1,1850
2019-04-13,p1005891,1,1950
2019-04-13,p1012751,1,1250
2019-04-13,p1246581,2,2272
2019-04-13,p1133371,2,2000
2019-04-13,p1211951,1,1250
2019-04-13,p1006411,1,1091
2019-04-13,p1149391,1,909
2019-04-13,p1233511,1,3300
2019-04-13,p1002841,1,8300
2019-04-13,p1005891,1,1950
2019-04-13,p1026741,1,3000
2019-04-13,p1175481,2,2600
2019-04-13,p1235451,1,1227
2019-04-13,p1002841,1,8300
2019-04-13,p1005621,1,2900
2019-04-13,p1005891,1,1950
2019-04-13,p1072601,1,3900
2019-04-13,p1255281,8,9456
2019-04-13,p1005771,2,3700
2019-04-13,p1175481,1,1300
2019-04-13,p1200641,1,8100
2019-04-13,p1030071,2,10000
2019-04-13,p1233511,1,3300
2019-04-13,p1005891,1,1950
2019-04-13,p1100371,3,1200
2019-04-13,p1139701,1,1045
2019-04-13,p1005771,1,1850
2019-04-13,p1012641,1,1400
2019-04-13,p1012751,1,1250
2019-04-13,p1012581,1,1050
2019-04-13,p1005771,1,1850
2019-04-13,p1001771,1,3300
2019-04-13,p1005891,1,1950
2019-04-13,p1149401,2,1818
2019-04-13,p1149411,1,1000
2019-04-13,p1152861,2,2182
2019-04-13,p1030071,1,5000
2019-04-13,p1211951,1,1250
2019-04-13,p1233511,1,3300
2019-04-13,p1237811,1,8000
2019-04-13,p1012761,1,1900
2019-04-13,p1012951,1,2300
2019-04-13,p1012761,1,1900
2019-04-13,p1237811,1,8000
2019-04-13,p1072601,1,3900
2019-04-13,p1005891,3,5850
2019-04-13,p1191881,1,1750
2019-04-13,p1133371,2,2000
2019-04-13,p1030071,1,5000
2019-04-13,p1200641,1,8100
2019-04-13,p1005891,1,1950
2019-04-13,p1006411,1,1091
2019-04-13,p1012641,1,1400
2019-04-13,p1144371,1,2000
2019-04-13,p1200641,1,8100
2019-04-13,p1144661,1,1850
2019-04-13,p1012581,1,1050
2019-04-13,p1054261,2,4182
2019-04-13,p1149411,1,1000
2019-04-13,p1152861,1,1091
2019-04-13,p1233511,1,3300
2019-04-13,p1097591,1,600
2019-04-13,p1012751,1,1125
2019-04-13,p1211951,1,1250
2019-04-13,p1162631,1,3900
2019-04-13,p1072601,1,3900
2019-04-13,p1133371,1,1000
2019-04-13,p1255281,1,1182
2019-04-13,p1246581,1,1136
2019-04-13,p1072601,1,3900
2019-04-13,p1012641,1,1400
2019-04-13,p1127201,1,3727
2019-04-13,p1162631,1,3900
2019-04-13,p1001771,1,3300
2019-04-13,p1030071,1,5000
2019-04-13,p1237811,1,8000
2019-04-13,p1072601,2,7800
2019-04-13,p1011291,1,273
2019-04-13,p1002841,1,8300
2019-04-13,p1072601,1,3900
2019-04-13,p1237811,1,8000
2019-04-13,p1200641,1,8100
2019-04-13,p1144371,1,2000
2019-04-13,p1006281,1,864
2019-04-13,p1005891,1,1950
2019-04-13,p1001771,1,3300
2019-04-13,p1030071,1,5000
2019-04-13,p1097591,1,600
2019-04-13,p1175481,1,1300
2019-04-13,p1233511,1,3300
2019-04-13,p1097831,3,4365
2019-04-13,p1149391,1,909
2019-04-13,p1149401,1,909
2019-04-13,p1052661,1,1455
2019-04-13,p1149391,1,909
2019-04-13,p1179241,1,1500
2019-04-13,p1012641,1,1400
2019-04-13,p1030071,1,5000
2019-04-13,p1100371,6,2400
2019-04-13,p1237811,1,8000
2019-04-13,p1175481,1,1300
2019-04-13,p1152861,1,1091
2019-04-13,p1200641,1,8100
2019-04-13,p1233511,1,3300
2019-04-13,p1211951,1,1250
2019-04-13,p1052661,1,1455
2019-04-13,p1175481,1,1300
2019-04-13,p1211951,1,1250
2019-04-13,p1255281,1,1182
2019-04-13,p1072601,1,3900
2019-04-13,p1012641,1,1400
2019-04-13,p1002841,1,8300
2019-04-13,p1005771,1,1850
2019-04-13,p1237811,1,8000
2019-04-13,p1200641,2,16200
2019-04-13,p1127201,1,3727
2019-04-13,p1175481,1,1300
2019-04-13,p1200641,1,8100
2019-04-13,p1162631,1,3900
2019-04-13,p1005891,1,1950
2019-04-13,p1005771,1,1850
2019-04-13,p1036481,1,1050
2019-04-13,p1012641,1,1400
2019-04-13,p1179241,1,1500
2019-04-13,p1012761,1,1900
2019-04-13,p1127201,1,3727
2019-04-13,p1072601,1,3900
2019-04-13,p1072601,1,3900
2019-04-13,p1127201,1,3727
2019-04-13,p1005891,1,1950
2019-04-13,p1089531,1,2400
2019-04-13,p1133371,1,1000
2019-04-13,p1233511,1,3300
2019-04-13,p1030071,1,5000
2019-04-13,p1175481,2,2600
2019-04-13,p1144371,1,2000
2019-04-13,p1237811,1,8000
2019-04-13,p1191881,1,1750
2019-04-13,p1200641,1,8100
2019-04-13,p1179241,1,1500
2019-04-13,p1012751,1,1250
2019-04-13,p1012951,1,2300
2019-04-13,p1246581,3,3408
2019-04-13,p1012641,1,1400
2019-04-13,p1012751,1,1250
2019-04-13,p1012581,3,3150
2019-04-13,p1030071,1,5000
2019-04-13,p1097591,1,600
2019-04-13,p1179241,1,1500
2019-04-13,p1191881,1,1750
2019-04-13,p1144371,1,2000
2019-04-13,p1144661,1,1850
2019-04-13,p1012581,1,1050
2019-04-13,p1026741,1,3000
2019-04-13,p1119071,2,2182
2019-04-13,p1191881,1,1750
2019-04-13,p1200641,1,8100
2019-04-13,p1179241,1,1500
2019-04-13,p1012641,1,1400
2019-04-13,p1191881,1,1750
2019-04-13,p1012581,1,1050
2019-04-13,p1052661,1,1455
2019-04-13,p1054261,1,2091
2019-04-13,p1119071,2,2182
2019-04-13,p1179241,1,1500
2019-04-13,p1005771,1,1850
2019-04-13,p1175481,1,1300
2019-04-13,p1139681,3,2727
2019-04-13,p1256521,1,1850
2019-04-13,p1139681,2,1818
2019-04-13,p1200641,1,8100
2019-04-13,p1200641,1,8100
2019-04-13,p1246581,5,5680
2019-04-13,p1237811,1,8000
2019-04-13,p1072601,1,3900
2019-04-13,p1030071,1,5000
2019-04-13,p1175481,1,1300
2019-04-13,p1005771,1,1850
2019-04-13,p1012581,1,1050
2019-04-13,p1012761,1,1900
2019-04-13,p1127201,1,3727
2019-04-14,p1072601,1,3900
2019-04-14,p1030071,1,5000
2019-04-14,p1030071,1,5000
2019-04-14,p1144371,1,2000
2019-04-14,p1012581,1,1050
2019-04-14,p1030071,1,5000
2019-04-14,p1012641,1,1400
2019-04-14,p1256521,1,1850
2019-04-14,p1072601,2,7800
2019-04-14,p1089531,1,1920
2019-04-14,p1002841,1,8300
2019-04-14,p1175481,1,1300
2019-04-14,p1179241,1,1500
2019-04-14,p1072601,1,3900
2019-04-14,p1179241,1,1500
2019-04-14,p1072601,1,3900
2019-04-14,p1179241,1,1500
2019-04-14,p1072601,2,7800
2019-04-14,p1211951,1,1250
2019-04-14,p1233511,1,3300
2019-04-14,p1002841,1,8300
2019-04-14,p1144371,1,2000
2019-04-14,p1005771,1,1850
2019-04-14,p1191881,1,1750
2019-04-14,p1211951,1,1250
2019-04-14,p1012581,1,1050
2019-04-14,p1012751,1,1250
2019-04-14,p1005891,1,1950
2019-04-14,p1072601,1,3900
2019-04-14,p1127201,1,3727
2019-04-14,p1012951,1,2300
2019-04-14,p1175481,1,1300
2019-04-14,p1005771,1,1850
2019-04-14,p1005891,1,1950
2019-04-14,p1054261,1,2091
2019-04-14,p1013161,1,2950
2019-04-14,p1001771,1,3300
2019-04-14,p1012641,1,1400
2019-04-14,p1237811,1,8000
2019-04-14,p1246581,1,1136
2019-04-14,p1133371,2,2000
2019-04-14,p1013161,1,2950
2019-04-14,p1097591,1,600
2019-04-14,p1005891,1,1950
2019-04-14,p1006281,1,864
2019-04-14,p1026741,2,6000
2019-04-14,p1012581,1,1050
2019-04-14,p1097591,1,600
2019-04-14,p1030071,1,5000
2019-04-14,p1144371,1,2000
2019-04-14,p1191881,1,1750
2019-04-14,p1211951,1,1250
2019-04-14,p1246581,2,2272
2019-04-14,p1144661,1,1850
2019-04-14,p1162631,1,3900
2019-04-14,p1005891,1,1950
2019-04-14,p1072601,1,3900
2019-04-14,p1012581,1,1050
2019-04-14,p1030071,1,5000
2019-04-14,p1001771,1,3300
2019-04-14,p1144661,2,3514
2019-04-14,p1144371,3,6000
2019-04-14,p1191881,1,1750
2019-04-14,p1005891,1,1950
2019-04-14,p1072601,1,3900
2019-04-14,p1012751,1,1250
2019-04-14,p1175481,2,2600
2019-04-14,p1005891,2,3900
2019-04-14,p1149391,2,1818
2019-04-14,p1144371,1,2000
2019-04-14,p1211951,1,1250
2019-04-14,p1097831,1,1455
2019-04-14,p1139701,2,2090
2019-04-14,p1233511,1,3300
2019-04-14,p1006281,1,864
2019-04-14,p1233511,1,3300
2019-04-14,p1211951,1,1250
2019-04-14,p1012951,1,2300
2019-04-14,p1072601,1,3900
2019-04-14,p1012751,1,1250
2019-04-14,p1026741,1,3000
2019-04-14,p1030071,1,5000
2019-04-14,p1054261,1,2091
2019-04-14,p1211951,2,2500
2019-04-14,p1191881,1,1750
2019-04-14,p1052661,1,1455
2019-04-14,p1246581,1,1136
2019-04-14,p1012751,1,1250
2019-04-14,p1012951,1,2300
2019-04-14,p1005771,1,1850
2019-04-14,p1012751,1,1250
2019-04-14,p1175481,1,1300
2019-04-14,p1144371,1,2000
2019-04-14,p1006411,1,1091
2019-04-14,p1237811,1,8000
2019-04-14,p1119071,1,1091
2019-04-14,p1030071,1,5000
2019-04-14,p1002841,1,8300
2019-04-14,p1256521,1,1850
2019-04-14,p1175481,1,1300
2019-04-14,p1133371,2,2000
2019-04-14,p1072601,1,3900
2019-04-14,p1237811,1,8000
2019-04-14,p1246581,2,2272
2019-04-14,p1006281,1,864
2019-04-14,p1012581,1,1050
2019-04-14,p1144371,1,2000
2019-04-14,p1179241,1,1500
2019-04-14,p1072601,1,3900
2019-04-14,p1119071,1,1091
2019-04-14,p1237811,1,8000
2019-04-14,p1072601,1,3900
2019-04-14,p1005771,2,3700
2019-04-14,p1005891,1,1950
2019-04-14,p1005891,1,1950
2019-04-14,p1005771,1,1850
2019-04-14,p1237811,1,8000
2019-04-14,p1072601,1,3900
2019-04-14,p1127201,1,3727
2019-04-14,p1162631,1,3900
2019-04-14,p1005771,1,1850
2019-04-14,p1255281,1,1182
2019-04-14,p1072601,1,3900
2019-04-14,p1097831,1,1455
2019-04-14,p1052661,1,1455
2019-04-14,p1191881,1,1750
2019-04-14,p1097831,1,1455
2019-04-14,p1246581,2,2272
2019-04-14,p1052661,1,1455
2019-04-14,p1144661,1,1850
2019-04-14,p1211951,1,1250
2019-04-14,p1005891,1,1950
2019-04-14,p1005771,1,1850
2019-04-14,p1052661,1,1455
2019-04-14,p1005891,1,1950
2019-04-14,p1119071,1,1091
2019-04-14,p1200641,1,8100
2019-04-14,p1175481,1,1300
2019-04-14,p1005771,1,1850
2019-04-14,p1200641,1,8100
2019-04-14,p1211951,1,1250
2019-04-14,p1012641,1,1400
2019-04-14,p1012751,1,1250
2019-04-14,p1011291,3,819
2019-04-14,p1005891,1,1950
2019-04-14,p1119071,1,1091
2019-04-14,p1005771,2,3700
2019-04-14,p1012761,1,1900
2019-04-14,p1072601,1,3900
2019-04-14,p1100371,1,400
2019-04-15,p1002841,1,8300
2019-04-15,p1052661,1,1455
2019-04-15,p1144661,1,1850
2019-04-15,p1175481,1,1300
2019-04-15,p1201601,1,3300
2019-04-15,p1030071,1,5000
2019-04-15,p1012641,1,1400
2019-04-15,p1030071,1,5000
2019-04-15,p1013161,1,2950
2019-04-15,p1119071,1,1091
2019-04-15,p1144371,1,2000
2019-04-15,p1152861,1,1091
2019-04-15,p1005891,2,3900
2019-04-15,p1005771,1,1850
2019-04-15,p1072601,2,7800
2019-04-15,p1256521,1,1850
2019-04-15,p1211951,1,1250
2019-04-15,p1233511,1,3300
2019-04-15,p1133371,5,5000
2019-04-15,p1175481,2,2600
2019-04-15,p1012761,1,1900
2019-04-15,p1005771,1,1850
2019-04-15,p1133371,2,2000
2019-04-15,p1233511,1,3300
2019-04-15,p1012751,1,1250
2019-04-15,p1012951,1,2300
2019-04-15,p1237811,1,7599
2019-04-15,p1054261,1,2091
2019-04-15,p1012581,1,1050
2019-04-15,p1149391,1,909
2019-04-15,p1002841,1,7470
2019-04-15,p1002841,1,8300
2019-04-15,p1191881,1,1750
2019-04-15,p1211951,1,1250
2019-04-15,p1072601,1,3900
2019-04-15,p1139681,1,909
2019-04-15,p1139701,1,1045
2019-04-15,p1179241,1,1500
2019-04-15,p1144371,1,2000
2019-04-15,p1100371,1,400
2019-04-15,p1072601,1,3900
2019-04-15,p1211951,1,1250
2019-04-15,p1144371,1,2000
2019-04-15,p1133371,1,1000
2019-04-15,p1211951,1,1250
2019-04-15,p1233511,1,3300
2019-04-15,p1001771,1,3300
2019-04-15,p1191881,1,1750
2019-04-15,p1030071,1,5000
2019-04-15,p1052661,1,1455
2019-04-15,p1097831,1,1455
2019-04-15,p1001771,1,3300
2019-04-15,p1175481,1,1300
2019-04-15,p1013161,1,2950
2019-04-15,p1012751,1,1250
2019-04-15,p1006411,1,1091
2019-04-15,p1005891,1,1950
2019-04-15,p1072601,1,3900
2019-04-15,p1175481,1,1300
2019-04-15,p1162631,1,3900
2019-04-15,p1162631,1,3900
2019-04-15,p1144371,1,2000
2019-04-15,p1013161,1,2950
2019-04-15,p1005891,2,3900
2019-04-15,p1012761,2,3800
2019-04-15,p1012951,1,2300
2019-04-15,p1012751,1,1250
2019-04-15,p1013161,1,2950
2019-04-15,p1144371,1,2000
2019-04-15,p1133371,2,2000
2019-04-15,p1233511,1,3300
2019-04-15,p1255281,1,1182
2019-04-15,p1152861,1,1091
2019-04-15,p1191881,1,1750
2019-04-15,p1013161,1,2950
2019-04-15,p1012751,1,1250
2019-04-15,p1191881,1,1750
2019-04-15,p1097591,1,600
2019-04-15,p1013161,1,2950
2019-04-15,p1152861,1,1091
2019-04-15,p1005771,1,1850
2019-04-15,p1072601,3,11700
2019-04-15,p1002841,1,8300
2019-04-15,p1162631,2,7800
2019-04-15,p1012641,1,1400
2019-04-15,p1012951,1,2300
2019-04-15,p1026741,2,6000
2019-04-15,p1030071,2,10000
2019-04-15,p1030071,2,10000
2019-04-15,p1144661,1,1850
2019-04-15,p1012751,1,1250
2019-04-15,p1005891,1,1950
2019-04-15,p1002841,1,7470
2019-04-15,p1005891,1,1950
2019-04-15,p1013161,1,2950
2019-04-15,p1144371,1,2000
2019-04-15,p1072601,1,3900
2019-04-15,p1012951,2,4600
2019-04-15,p1012581,1,1050
2019-04-15,p1191881,1,1750
2019-04-15,p1072601,1,3900
2019-04-15,p1144661,1,1850
