,Date,High,Low,Open,Close,Volume,Adj Close
1508,2006-01-03,10.678571699999999,10.321428300000001,10.34000015,10.678571699999999,201808600,9.269434928999999
1509,2006-01-04,10.85428524,10.64285755,10.73285675,10.71000004,154900900,9.296718597
1510,2006-01-05,10.69999981,10.53571415,10.68999958,10.6257143,112355600,9.223554611
1511,2006-01-06,10.95714283,10.64999962,10.75,10.89999962,176114400,9.46164608
1512,2006-01-09,11.02857113,10.81999969,10.96142864,10.86428547,168760200,9.430640221
1513,2006-01-10,11.69857121,10.83285713,10.89285755,11.55142879,569967300,10.02711201
1514,2006-01-11,12.11428547,11.79857159,11.97714329,11.98571396,373448600,10.40408993
1515,2006-01-12,12.34285736,11.945714,12.13857174,12.04142857,320202400,10.45245171
1516,2006-01-13,12.28714275,12.08571434,12.14142895,12.22714329,194076400,10.61365986
1517,2006-01-17,12.34000015,11.98142815,12.24285698,12.10142899,208905900,10.50453472
1518,2006-01-18,12.00714302,11.69285679,11.86857128,11.78428555,300159300,10.22924042
1519,2006-01-19,11.66571426,11.248571400000001,11.60714245,11.29142857,423962000,9.801419258
1520,2006-01-20,11.43428612,10.83285713,11.32571411,10.86999989,283689700,9.435602187999999
1521,2006-01-23,11.36571407,10.85714245,10.87142849,11.09571457,264932500,9.631533623
1522,2006-01-24,11.34571457,10.82428551,11.251428599999999,10.86285686,285563600,9.429404259
1523,2006-01-25,11.071428300000001,10.46428585,11.05571461,10.60000038,318946600,9.201231956
1524,2006-01-26,10.77571392,10.27571392,10.64714241,10.33285713,295346800,8.969343185
1525,2006-01-27,10.51428604,10.15714264,10.42142868,10.28999996,238466200,8.932141304
1526,2006-01-30,10.94285679,10.1242857,10.16714287,10.71428585,349600300,9.300440788
1527,2006-01-31,10.90571404,10.53571415,10.78571415,10.78714275,228385500,9.363681793
1528,2006-02-01,10.92285728,10.66285706,10.70714283,10.77428532,130296600,9.352519989
1529,2006-02-02,10.76571465,10.29285717,10.72857189,10.30000019,176830500,8.94081974
1530,2006-02-03,10.39857101,10.14857101,10.31999969,10.26428604,173030900,8.909817696000001
1531,2006-02-06,10.35857105,9.534285545,10.28857136,9.614285469,412941900,8.345591545
1532,2006-02-07,9.925714493,9.525713921,9.752857208,9.657142639,347207700,8.382792473
1533,2006-02-08,9.868571281,9.428571701000001,9.784285545,9.829999924,238278600,8.532842636
1534,2006-02-09,9.890000342999999,9.218571662999999,9.87142849,9.278571129,287441000,8.054180145
1535,2006-02-10,9.667142867999999,8.985713959,9.311429024,9.615714073,440119400,8.346832275
1536,2006-02-13,9.535714149,9.234285355,9.518571854,9.244285583,220874500,8.02441597
1537,2006-02-14,9.728571892,9.285714149,9.300000191,9.662857056,290234700,8.387756348
1538,2006-02-15,9.945713997,9.535714149,9.594285965,9.888571739,289942800,8.583683014
1539,2006-02-16,10.14428616,9.925714493,9.987142562999999,10.08142853,237043800,8.751089096
1540,2006-02-17,10.12714291,9.944285393,10.04285717,10.04142857,143999800,8.716368675
1541,2006-02-21,10.11428547,9.811429024,10.08428574,9.868571281,194901700,8.566321373
1542,2006-02-22,10.23857117,9.714285851,9.857142448,10.18857098,244559700,8.844097137
1543,2006-02-23,10.428571699999999,10.20428562,10.25571442,10.25,214229400,8.897418976
1544,2006-02-24,10.41285706,10.17142868,10.30571461,10.20857143,133686000,8.861457825
1545,2006-02-27,10.3028574,10.09285736,10.28428555,10.14142895,197810200,8.803173065
1546,2006-02-28,10.34285736,9.728571892,10.22571468,9.784285545,316745100,8.493161201
1547,2006-03-01,9.927143097,9.717143059,9.834285736,9.87142849,190954400,8.568803787
1548,2006-03-02,9.998571396000001,9.81000042,9.855713844,9.944285393,156318400,8.632045746000001
1549,2006-03-03,9.987142562999999,9.64714241,9.91428566,9.674285889,184417100,8.397673607
1550,2006-03-06,9.674285889,9.277142525,9.670000076,9.35428524,228166400,8.119903564
1551,2006-03-07,9.557143211,9.297142982,9.394286156,9.472857475,218219400,8.222826957999999
1552,2006-03-08,9.600000381000001,9.33571434,9.470000267,9.380000114,163312800,8.142220497
1553,2006-03-09,9.495714188,9.115714073,9.425714493,9.132857323,199826200,7.927692413
1554,2006-03-10,9.212857246,8.92142868,9.149999618999999,9.027142525,260785700,7.835929394
1555,2006-03-13,9.468571662999999,9.255714417,9.29285717,9.382857323,215296900,8.144703865
1556,2006-03-14,9.617142677,9.357142448,9.39571476,9.617142677,160505100,8.348073959
1557,2006-03-15,9.720000267,9.359999657000001,9.672857285,9.461428642000001,222999000,8.212905884
1558,2006-03-16,9.557143211,9.185714722,9.550000191,9.187143326000001,187409600,7.974813938
1559,2006-03-17,9.362856865,9.158571242999999,9.25,9.237142562999999,203010500,8.018217087
1560,2006-03-20,9.351428986,9.124285698,9.317142487,9.141428947,151360300,7.935129642000001
1561,2006-03-21,9.191428185,8.770000458,8.829999924,8.829999924,336341600,7.66479826
1562,2006-03-22,9.035714149,8.752857208,8.880000114,8.81000042,336473900,7.6474423410000005
1563,2006-03-23,8.842857361,8.515714645,8.831428528,8.594285965,356956600,7.46019125
1564,2006-03-24,8.705714226,8.432857513,8.607142448,8.565713882,267995000,7.435387611
1565,2006-03-27,8.768571854,8.485713959,8.62142849,8.501428603999999,277018000,7.379586697000001
1566,2006-03-28,8.591428757000001,8.321428298999999,8.518571854,8.387143135,342580700,7.280383587
1567,2006-03-29,8.931428909,8.238571167,8.447142601,8.904285431,586708500,7.729284763
1568,2006-03-30,9.04285717,8.789999962000001,8.974286079,8.964285851,347662700,7.781367779
1569,2006-03-31,9.087142944,8.891428947,9.035714149,8.960000037999999,203839300,7.777645111
1570,2006-04-03,9.159999847,8.944285393,9.095714569,8.949999809,203947800,7.768962383
1571,2006-04-04,8.888571739,8.721428871,8.87142849,8.738571167,232981000,7.585436821
1572,2006-04-05,9.601428986,9.16428566,9.244285583,9.601428986,558352200,8.334432602
1573,2006-04-06,10.29285717,9.742856978999999,9.757143021000001,10.1771431,665942200,8.834174156
1574,2006-04-07,10.17285728,9.781428337000001,10.13285732,9.970000267,386309700,8.654366493
1575,2006-04-10,10.13285732,9.778571129,10.04142857,9.81000042,225878800,8.515480995
1576,2006-04-11,9.899999618999999,9.581428528,9.855713844,9.712857246,234829000,8.431155205
1577,2006-04-12,9.738571167,9.471428871,9.715714455,9.529999733,184973600,8.272429466
1578,2006-04-13,9.634285927,9.401428223,9.477143287999999,9.495714188,183669500,8.242667198
1579,2006-04-17,9.548571587,9.192856789,9.501428603999999,9.258571625,180484500,8.036820412
1580,2006-04-18,9.495714188,9.255714417,9.291428566,9.460000037999999,198711100,8.211664200000001
1581,2006-04-19,9.571428298999999,9.35285759,9.545714378,9.37857151,271508300,8.140985489
1582,2006-04-20,10.0,9.45714283,9.930000305,9.661428452000001,416745700,8.38651371
1583,2006-04-21,9.805714607,9.495714188,9.741428375,9.577142715,197246700,8.313351631
1584,2006-04-24,9.56000042,9.357142448,9.550000191,9.392857552,176757000,8.153384209
1585,2006-04-25,9.512857437000001,9.365714073,9.422857285,9.452857018,132265700,8.205463409
1586,2006-04-26,9.754285812,9.485713959,9.521428108,9.735713959,177721600,8.450998306
1587,2006-04-27,9.979999542,9.62142849,9.675714493,9.908571242999999,211486800,8.601043701
1588,2006-04-28,10.18571472,9.885714531,9.911428452000001,10.05571461,190009400,8.728772163
1589,2006-05-01,10.22000027,9.880000114,10.10999966,9.942856789,187595100,8.630806923
1590,2006-05-02,10.28285694,10.01571465,10.02142811,10.23142815,192915800,8.88129425
1591,2006-05-03,10.27857113,10.02571392,10.26142883,10.16285706,171747800,8.821774482999999
1592,2006-05-04,10.41285706,10.06571388,10.17428589,10.16142845,215105100,8.820533752000001
1593,2006-05-05,10.321428300000001,10.16428566,10.26571465,10.27000046,140977900,8.914780617
1594,2006-05-08,10.54285717,10.24571419,10.4271431,10.27000046,148712900,8.914780617
1595,2006-05-09,10.36571407,10.08857155,10.26000023,10.14714241,132916700,8.808132172
1596,2006-05-10,10.18999958,9.944285393,10.18428612,10.08571434,114972200,8.754811287
1597,2006-05-11,10.11999989,9.649999618999999,10.11285686,9.735713959,203172200,8.450998306
1598,2006-05-12,9.812856673999999,9.551428795,9.692856789,9.67142868,160443500,8.395196915
1599,2006-05-15,9.768571854,9.588571547999999,9.624285698,9.684286118,132294400,8.406356812
1600,2006-05-16,9.75,9.25,9.728571892,9.282856941,234185000,8.057896614
1601,2006-05-17,9.385714531,9.152856827,9.244285583,9.322856903,188548500,8.09262085
1602,2006-05-18,9.465714455,9.01714325,9.382857323,9.025713921,164610600,7.834685802
1603,2006-05-19,9.268571854,8.974286079,9.037142754,9.215714455,246466500,7.999616146
1604,2006-05-22,9.141428947,8.967143059,9.124285698,9.054286003,179743900,7.859489441
1605,2006-05-23,9.312856673999999,9.0,9.265714645,9.021428108,173603500,7.8309679029999995
1606,2006-05-24,9.092857361,8.794285774,8.998571396000001,9.048571587,229007800,7.854532242
1607,2006-05-25,9.20714283,9.041428566,9.180000305,9.18999958,115843000,7.977294445
1608,2006-05-26,9.222857475,9.020000458,9.187143326000001,9.07857132,108237500,7.8805708889999995
1609,2006-05-30,9.04285717,8.745714188,9.041428566,8.745714188,140850500,7.591636658
1610,2006-05-31,8.827142715,8.384285927,8.822856903,8.538571357999999,320244400,7.411828041000001
1611,2006-06-01,8.89714241,8.502857208,8.550000191,8.881428719,235627000,7.709444046000001
1612,2006-06-02,9.014286041,8.697142601,8.998571396000001,8.808571815,171446800,7.6462006570000005
1613,2006-06-05,8.735713959,8.567142487,8.735713959,8.571428298999999,151446400,7.440348625
1614,2006-06-06,8.661428452000001,8.415714264,8.60285759,8.531428337000001,181509300,7.405629157999999
1615,2006-06-07,8.62857151,8.33571434,8.58571434,8.365714073,187626600,7.2617793079999995
1616,2006-06-08,8.704285622,8.16428566,8.348571777,8.680000305,349370700,7.534595013
1617,2006-06-09,8.794285774,8.442856789,8.739999771,8.462857246,193959500,7.3461060520000006
1618,2006-06-12,8.532856941,8.137143135,8.485713959,8.142857552,179446400,7.068334579
1619,2006-06-13,8.442856789,8.194285393,8.229999542,8.332857132000001,270160800,7.233258724
1620,2006-06-14,8.39714241,8.098571777,8.325714111,8.229999542,219534000,7.143975735
1621,2006-06-15,8.534285545,8.107142448,8.185714722,8.48285675,297595900,7.363463878999999
1622,2006-06-16,8.455714226,8.217143059,8.422857285,8.222857475,209525400,7.137775897999999
1623,2006-06-19,8.311429024,8.142857552,8.261428833,8.17142868,176143800,7.093133926
1624,2006-06-20,8.33571434,8.184286118,8.229999542,8.210000037999999,168243600,7.126616001
1625,2006-06-21,8.387143135,8.185714722,8.248571396000001,8.265714645,215824000,7.1749773029999995
1626,2006-06-22,8.535714149,8.295714378,8.314285278,8.511428833,241408300,7.388267994
1627,2006-06-23,8.595714569,8.390000342999999,8.531428337000001,8.404285431,165050900,7.295262814
1628,2006-06-26,8.45714283,8.338571547999999,8.452857018,8.427143097,116634000,7.315104008
1629,2006-06-27,8.460000037999999,8.199999809,8.441428185,8.204285622,137652900,7.121654034
1630,2006-06-28,8.185714722,7.915714264,8.184286118,8.002857208,212676100,6.9468073839999995
1631,2006-06-29,8.441428185,8.055714607,8.108571053,8.424285889,218349600,7.312624454
1632,2006-06-30,8.25,8.071428298999999,8.227143287999999,8.181428909,184923900,7.101815224
1633,2006-07-03,8.311429024,8.191428185,8.217143059,8.278571129,48692700,7.186137199
1634,2006-07-05,8.228571892,8.079999924,8.16428566,8.142857552,129560200,7.068334579
1635,2006-07-06,8.199999809,7.94428587,8.155714035,7.967143059,158302200,6.915805817000001
1636,2006-07-07,8.07857132,7.809999942999999,7.925714492999999,7.91428566,199840200,6.869923115
